id_paiement,id_utilisateur,mois,type_paiement,montant_paiement,statut_paiement,jours_retard
P004539,U0200,2026-03,Remboursement matériel,7000,À temps,0
P004540,U0200,2026-03,Fournisseur,23000,À temps,0
P004541,U0200,2026-04,Fournisseur,16000,À temps,0
P004542,U0200,2026-04,Transport,36500,À temps,0
P004543,U0200,2026-05,Facture électricité,44500,À temps,0
P004544,U0200,2026-05,Facture électricité,15000,En retard,11
P004545,U0200,2026-06,Facture électricité,45000,À temps,0
P004546,U0201,2025-07,Facture électricité,47000,À temps,0
P004547,U0201,2025-07,Facture électricité,21500,À temps,0
P004548,U0201,2025-08,Fournisseur,23500,À temps,0
P004549,U0201,2025-08,Remboursement matériel,11000,À temps,0
P004550,U0201,2025-08,Loyer,23500,En retard,10
P004551,U0201,2025-09,Fournisseur,55500,À temps,0
P004552,U0201,2025-09,Loyer,50500,À temps,0
P004553,U0201,2025-10,Transport,46500,À temps,0
P004554,U0201,2025-11,Remboursement matériel,18000,À temps,0
P004555,U0201,2025-11,Transport,55000,À temps,0
P004556,U0201,2025-12,Facture électricité,33500,À temps,0
P004557,U0201,2025-12,Facture électricité,26000,À temps,0
P004558,U0201,2026-01,Facture électricité,35000,À temps,0
P004559,U0201,2026-01,Loyer,24000,En retard,4
P004560,U0201,2026-01,Abonnement internet,42500,À temps,0
P004561,U0201,2026-02,Transport,41000,À temps,0
P004562,U0201,2026-02,Remboursement matériel,49000,À temps,0
P004563,U0201,2026-02,Remboursement matériel,52000,À temps,0
P004564,U0201,2026-03,Loyer,58000,En retard,15
P004565,U0201,2026-03,Transport,37500,À temps,0
P004566,U0201,2026-04,Remboursement matériel,15000,À temps,0
P004567,U0201,2026-04,Abonnement internet,25000,À temps,0
P004568,U0201,2026-05,Fournisseur,28500,En retard,5
P004569,U0201,2026-05,Facture électricité,28500,À temps,0
P004570,U0201,2026-05,Remboursement matériel,58000,À temps,0
P004571,U0201,2026-06,Loyer,14500,À temps,0
P004572,U0201,2026-06,Remboursement matériel,13500,À temps,0
P004573,U0202,2025-07,Facture électricité,33000,Impayé,38
P004574,U0202,2025-07,Abonnement internet,64000,En retard,10
P004575,U0202,2025-08,Facture électricité,51500,Impayé,20
P004576,U0202,2025-08,Transport,13500,Impayé,59
P004577,U0202,2025-09,Facture électricité,8000,En retard,15
P004578,U0202,2025-09,Abonnement internet,30500,En retard,9
P004579,U0202,2025-09,Remboursement matériel,59500,En retard,16
P004580,U0202,2025-10,Loyer,9500,À temps,0
P004581,U0202,2025-10,Loyer,22500,Impayé,26
P004582,U0202,2025-10,Facture électricité,36500,Impayé,22
P004583,U0202,2025-11,Loyer,27000,Impayé,56
P004584,U0202,2025-11,Remboursement matériel,21000,À temps,0
P004585,U0202,2025-12,Facture électricité,14500,À temps,0
P004586,U0202,2025-12,Remboursement matériel,49000,À temps,0
P004587,U0202,2026-01,Fournisseur,14500,Impayé,41
P004588,U0202,2026-01,Transport,23500,À temps,0
P004589,U0202,2026-02,Abonnement internet,61500,Impayé,22
P004590,U0202,2026-03,Abonnement internet,20000,Impayé,54
P004591,U0202,2026-03,Fournisseur,25500,Impayé,57
P004592,U0202,2026-03,Fournisseur,60000,Impayé,47
P004593,U0202,2026-04,Loyer,13000,Impayé,30
P004594,U0202,2026-05,Facture électricité,31500,En retard,10
P004595,U0202,2026-05,Transport,23500,Impayé,20
P004596,U0202,2026-06,Fournisseur,37500,Impayé,53
P004597,U0203,2025-07,Fournisseur,59000,Impayé,52
P004598,U0203,2025-07,Transport,31500,À temps,0
P004599,U0203,2025-08,Facture électricité,44000,À temps,0
P004600,U0203,2025-08,Loyer,42000,À temps,0
P004601,U0203,2025-08,Loyer,24000,À temps,0
P004602,U0203,2025-09,Remboursement matériel,10500,À temps,0
P004603,U0203,2025-09,Facture électricité,28500,En retard,9
P004604,U0203,2025-09,Fournisseur,51500,À temps,0
P004605,U0203,2025-10,Abonnement internet,33500,À temps,0
P004606,U0203,2025-11,Loyer,11000,À temps,0
P004607,U0203,2025-11,Remboursement matériel,12000,À temps,0
P004608,U0203,2025-12,Abonnement internet,8500,À temps,0
P004609,U0203,2025-12,Loyer,55500,À temps,0
P004610,U0203,2026-01,Remboursement matériel,17500,Impayé,56
P004611,U0203,2026-02,Loyer,45000,Impayé,24
P004612,U0203,2026-02,Facture électricité,8500,À temps,0
P004613,U0203,2026-03,Abonnement internet,33500,En retard,3
P004614,U0203,2026-03,Facture électricité,38500,À temps,0
P004615,U0203,2026-04,Transport,15500,À temps,0
P004616,U0203,2026-04,Loyer,42000,À temps,0
P004617,U0203,2026-04,Facture électricité,15000,En retard,13
P004618,U0203,2026-05,Abonnement internet,16000,Impayé,36
P004619,U0203,2026-06,Abonnement internet,25500,À temps,0
P004620,U0203,2026-06,Transport,36000,En retard,2
P004621,U0204,2025-07,Loyer,63500,En retard,13
P004622,U0204,2025-07,Fournisseur,26500,À temps,0
P004623,U0204,2025-07,Remboursement matériel,34500,Impayé,53
P004624,U0204,2025-08,Remboursement matériel,18000,À temps,0
P004625,U0204,2025-09,Remboursement matériel,53500,À temps,0
P004626,U0204,2025-09,Abonnement internet,9500,Impayé,52
P004627,U0204,2025-10,Transport,14000,À temps,0
P004628,U0204,2025-11,Abonnement internet,62500,À temps,0
P004629,U0204,2025-11,Loyer,15500,En retard,5
P004630,U0204,2025-11,Facture électricité,21000,Impayé,26
P004631,U0204,2025-12,Fournisseur,38500,À temps,0
P004632,U0204,2026-01,Fournisseur,35000,À temps,0
P004633,U0204,2026-01,Loyer,28000,À temps,0
P004634,U0204,2026-02,Transport,58500,À temps,0
P004635,U0204,2026-02,Fournisseur,59500,Impayé,41
P004636,U0204,2026-03,Fournisseur,54500,Impayé,23
P004637,U0204,2026-03,Remboursement matériel,23500,À temps,0
P004638,U0204,2026-04,Transport,43000,À temps,0
P004639,U0204,2026-05,Abonnement internet,50000,En retard,2
P004640,U0204,2026-06,Fournisseur,19000,À temps,0
P004641,U0205,2025-07,Abonnement internet,50000,En retard,3
P004642,U0205,2025-07,Remboursement matériel,52000,À temps,0
P004643,U0205,2025-08,Facture électricité,5000,À temps,0
P004644,U0205,2025-09,Loyer,9500,À temps,0
P004645,U0205,2025-09,Fournisseur,18500,À temps,0
P004646,U0205,2025-09,Abonnement internet,35000,À temps,0
P004647,U0205,2025-10,Fournisseur,5000,À temps,0
P004648,U0205,2025-10,Facture électricité,9500,En retard,9
P004649,U0205,2025-11,Fournisseur,47000,Impayé,56
P004650,U0205,2025-11,Abonnement internet,11000,À temps,0
P004651,U0205,2025-12,Facture électricité,35500,En retard,2
P004652,U0205,2025-12,Abonnement internet,49500,À temps,0
P004653,U0205,2026-01,Transport,42500,À temps,0
P004654,U0205,2026-02,Abonnement internet,46000,À temps,0
P004655,U0205,2026-02,Loyer,42500,À temps,0
P004656,U0205,2026-03,Abonnement internet,17000,À temps,0
P004657,U0205,2026-03,Remboursement matériel,41000,À temps,0
P004658,U0205,2026-04,Abonnement internet,27000,À temps,0
P004659,U0205,2026-04,Remboursement matériel,54500,En retard,11
P004660,U0205,2026-05,Remboursement matériel,26500,En retard,3
P004661,U0205,2026-05,Abonnement internet,16500,En retard,14
P004662,U0205,2026-05,Fournisseur,26500,À temps,0
P004663,U0205,2026-06,Facture électricité,36500,En retard,9
P004664,U0206,2025-07,Loyer,19000,À temps,0
P004665,U0206,2025-07,Fournisseur,13000,À temps,0
P004666,U0206,2025-07,Facture électricité,47500,Impayé,50
P004667,U0206,2025-08,Remboursement matériel,41000,Impayé,45
P004668,U0206,2025-08,Transport,38000,Impayé,54
P004669,U0206,2025-09,Abonnement internet,16000,Impayé,40
P004670,U0206,2025-10,Abonnement internet,21000,À temps,0
P004671,U0206,2025-10,Loyer,46500,Impayé,47
P004672,U0206,2025-11,Transport,53500,À temps,0
P004673,U0206,2025-12,Fournisseur,54500,À temps,0
P004674,U0206,2026-01,Facture électricité,54000,À temps,0
P004675,U0206,2026-02,Facture électricité,47000,En retard,12
P004676,U0206,2026-02,Remboursement matériel,11500,À temps,0
P004677,U0206,2026-03,Abonnement internet,7000,À temps,0
P004678,U0206,2026-03,Remboursement matériel,15000,En retard,8
P004679,U0206,2026-04,Remboursement matériel,38500,Impayé,55
P004680,U0206,2026-04,Facture électricité,32500,Impayé,39
P004681,U0206,2026-05,Abonnement internet,14500,À temps,0
P004682,U0206,2026-05,Transport,42000,En retard,15
P004683,U0206,2026-06,Loyer,57500,Impayé,51
P004684,U0206,2026-06,Remboursement matériel,41500,À temps,0
P004685,U0207,2025-07,Loyer,53500,À temps,0
P004686,U0207,2025-07,Remboursement matériel,44000,À temps,0
P004687,U0207,2025-08,Facture électricité,55500,À temps,0
P004688,U0207,2025-08,Fournisseur,29000,À temps,0
P004689,U0207,2025-08,Abonnement internet,35000,À temps,0
P004690,U0207,2025-09,Facture électricité,40000,À temps,0
P004691,U0207,2025-09,Abonnement internet,7500,À temps,0
P004692,U0207,2025-10,Loyer,31500,À temps,0
P004693,U0207,2025-11,Fournisseur,26500,À temps,0
P004694,U0207,2025-11,Abonnement internet,8500,À temps,0
P004695,U0207,2025-12,Fournisseur,49500,À temps,0
P004696,U0207,2026-01,Fournisseur,42000,À temps,0
P004697,U0207,2026-01,Abonnement internet,52000,À temps,0
P004698,U0207,2026-01,Abonnement internet,44000,À temps,0
P004699,U0207,2026-02,Facture électricité,31000,À temps,0
P004700,U0207,2026-03,Loyer,24000,À temps,0
P004701,U0207,2026-03,Transport,31000,À temps,0
P004702,U0207,2026-04,Fournisseur,62500,À temps,0
P004703,U0207,2026-04,Transport,10000,À temps,0
P004704,U0207,2026-05,Facture électricité,26000,À temps,0
P004705,U0207,2026-06,Fournisseur,54500,À temps,0
P004706,U0207,2026-06,Loyer,7500,À temps,0
P004707,U0208,2025-07,Transport,30500,À temps,0
P004708,U0208,2025-07,Remboursement matériel,37500,À temps,0
P004709,U0208,2025-07,Remboursement matériel,22500,En retard,18
P004710,U0208,2025-08,Remboursement matériel,9000,À temps,0
P004711,U0208,2025-09,Fournisseur,30500,Impayé,49
P004712,U0208,2025-10,Loyer,6000,À temps,0
P004713,U0208,2025-10,Abonnement internet,42000,À temps,0
P004714,U0208,2025-11,Abonnement internet,51000,À temps,0
P004715,U0208,2025-11,Transport,14000,À temps,0
P004716,U0208,2025-12,Remboursement matériel,14000,Impayé,47
P004717,U0208,2025-12,Abonnement internet,59500,À temps,0
P004718,U0208,2026-01,Fournisseur,54000,Impayé,58
P004719,U0208,2026-01,Transport,11500,Impayé,56
P004720,U0208,2026-02,Loyer,23000,À temps,0
P004721,U0208,2026-03,Fournisseur,49000,À temps,0
P004722,U0208,2026-04,Facture électricité,17000,En retard,5
P004723,U0208,2026-04,Transport,16000,À temps,0
P004724,U0208,2026-05,Facture électricité,59000,Impayé,32
P004725,U0208,2026-05,Loyer,30500,À temps,0
P004726,U0208,2026-06,Transport,64500,À temps,0
P004727,U0209,2025-07,Facture électricité,35000,En retard,18
P004728,U0209,2025-08,Transport,51500,À temps,0
P004729,U0209,2025-08,Facture électricité,65000,À temps,0
P004730,U0209,2025-09,Abonnement internet,46500,En retard,12
P004731,U0209,2025-09,Transport,33000,À temps,0
P004732,U0209,2025-10,Abonnement internet,60000,À temps,0
P004733,U0209,2025-10,Fournisseur,30000,À temps,0
P004734,U0209,2025-11,Transport,63000,À temps,0
P004735,U0209,2025-12,Remboursement matériel,55500,À temps,0
P004736,U0209,2025-12,Fournisseur,12000,À temps,0
P004737,U0209,2026-01,Facture électricité,60500,À temps,0
P004738,U0209,2026-01,Abonnement internet,18000,En retard,5
P004739,U0209,2026-02,Abonnement internet,14500,Impayé,42
P004740,U0209,2026-02,Loyer,21000,À temps,0
P004741,U0209,2026-03,Loyer,42000,À temps,0
P004742,U0209,2026-03,Facture électricité,34500,En retard,5
P004743,U0209,2026-03,Fournisseur,55000,En retard,15
P004744,U0209,2026-04,Loyer,12000,En retard,10
P004745,U0209,2026-04,Transport,7000,À temps,0
P004746,U0209,2026-05,Remboursement matériel,44500,À temps,0
P004747,U0209,2026-05,Remboursement matériel,32000,Impayé,27
P004748,U0209,2026-06,Abonnement internet,24000,À temps,0
P004749,U0209,2026-06,Loyer,51000,À temps,0
P004750,U0210,2025-07,Remboursement matériel,27000,À temps,0
P004751,U0210,2025-07,Remboursement matériel,31500,À temps,0
P004752,U0210,2025-08,Remboursement matériel,54000,À temps,0
P004753,U0210,2025-08,Transport,41500,À temps,0
P004754,U0210,2025-09,Loyer,35500,Impayé,33
P004755,U0210,2025-09,Abonnement internet,37500,À temps,0
P004756,U0210,2025-10,Transport,12500,À temps,0
P004757,U0210,2025-10,Abonnement internet,49500,En retard,5
P004758,U0210,2025-11,Remboursement matériel,44000,Impayé,37
P004759,U0210,2025-11,Transport,46000,Impayé,23
P004760,U0210,2025-12,Facture électricité,9500,En retard,8
P004761,U0210,2025-12,Transport,34000,À temps,0
P004762,U0210,2026-01,Abonnement internet,8500,À temps,0
P004763,U0210,2026-01,Abonnement internet,9500,À temps,0
P004764,U0210,2026-02,Facture électricité,52000,Impayé,24
P004765,U0210,2026-02,Remboursement matériel,13500,À temps,0
P004766,U0210,2026-02,Fournisseur,13500,Impayé,25
P004767,U0210,2026-03,Transport,60000,À temps,0
P004768,U0210,2026-03,Remboursement matériel,9500,À temps,0
P004769,U0210,2026-04,Loyer,36000,À temps,0
P004770,U0210,2026-04,Abonnement internet,16500,Impayé,38
P004771,U0210,2026-05,Loyer,40000,À temps,0
P004772,U0210,2026-06,Abonnement internet,7500,À temps,0
P004773,U0211,2025-07,Transport,25500,En retard,6
P004774,U0211,2025-07,Loyer,14500,À temps,0
P004775,U0211,2025-08,Transport,27500,À temps,0
P004776,U0211,2025-08,Loyer,37500,En retard,10
P004777,U0211,2025-09,Loyer,43000,À temps,0
P004778,U0211,2025-09,Facture électricité,46000,À temps,0
P004779,U0211,2025-10,Fournisseur,30500,En retard,6
P004780,U0211,2025-10,Facture électricité,20500,À temps,0
P004781,U0211,2025-11,Remboursement matériel,53000,En retard,2
P004782,U0211,2025-11,Fournisseur,27500,À temps,0
P004783,U0211,2025-12,Remboursement matériel,31000,En retard,15
P004784,U0211,2025-12,Loyer,5000,À temps,0
P004785,U0211,2026-01,Remboursement matériel,62500,À temps,0
P004786,U0211,2026-02,Fournisseur,14000,À temps,0
P004787,U0211,2026-02,Loyer,50500,À temps,0
P004788,U0211,2026-03,Fournisseur,33500,À temps,0
P004789,U0211,2026-03,Abonnement internet,35000,À temps,0
P004790,U0211,2026-04,Facture électricité,31500,À temps,0
P004791,U0211,2026-04,Remboursement matériel,61500,À temps,0
P004792,U0211,2026-05,Loyer,52500,En retard,6
P004793,U0211,2026-05,Abonnement internet,10500,Impayé,21
P004794,U0211,2026-06,Facture électricité,22500,À temps,0
P004795,U0211,2026-06,Remboursement matériel,32000,À temps,0
P004796,U0211,2026-06,Facture électricité,58500,Impayé,24
P004797,U0212,2025-07,Abonnement internet,65000,À temps,0
P004798,U0212,2025-07,Transport,51000,À temps,0
P004799,U0212,2025-07,Abonnement internet,13500,À temps,0
P004800,U0212,2025-08,Facture électricité,39500,À temps,0
P004801,U0212,2025-08,Fournisseur,62500,À temps,0
P004802,U0212,2025-08,Facture électricité,19500,À temps,0
P004803,U0212,2025-09,Loyer,33500,À temps,0
P004804,U0212,2025-10,Facture électricité,40500,À temps,0
P004805,U0212,2025-10,Abonnement internet,28500,À temps,0
P004806,U0212,2025-10,Transport,15000,À temps,0
P004807,U0212,2025-11,Facture électricité,46500,À temps,0
P004808,U0212,2025-11,Remboursement matériel,20500,En retard,9
P004809,U0212,2025-12,Fournisseur,20000,À temps,0
P004810,U0212,2026-01,Fournisseur,56500,En retard,10
P004811,U0212,2026-01,Fournisseur,58000,À temps,0
P004812,U0212,2026-02,Facture électricité,50000,À temps,0
P004813,U0212,2026-02,Fournisseur,12500,À temps,0
P004814,U0212,2026-03,Facture électricité,52000,En retard,11
P004815,U0212,2026-04,Transport,32000,En retard,13
P004816,U0212,2026-04,Loyer,62500,À temps,0
P004817,U0212,2026-05,Facture électricité,46000,À temps,0
P004818,U0212,2026-05,Fournisseur,15500,À temps,0
P004819,U0212,2026-05,Fournisseur,39000,À temps,0
P004820,U0212,2026-06,Transport,41500,En retard,18
P004821,U0213,2025-07,Facture électricité,28000,À temps,0
P004822,U0213,2025-07,Loyer,38000,À temps,0
P004823,U0213,2025-08,Remboursement matériel,48000,À temps,0
P004824,U0213,2025-09,Facture électricité,25500,À temps,0
P004825,U0213,2025-10,Loyer,47500,En retard,18
P004826,U0213,2025-11,Remboursement matériel,61000,À temps,0
P004827,U0213,2025-11,Facture électricité,41000,À temps,0
P004828,U0213,2025-12,Loyer,55000,À temps,0
P004829,U0213,2025-12,Facture électricité,49000,À temps,0
P004830,U0213,2026-01,Remboursement matériel,55500,À temps,0
P004831,U0213,2026-02,Transport,40500,À temps,0
P004832,U0213,2026-03,Loyer,6000,À temps,0
P004833,U0213,2026-03,Facture électricité,16500,À temps,0
P004834,U0213,2026-04,Facture électricité,56000,À temps,0
P004835,U0213,2026-04,Remboursement matériel,6500,À temps,0
P004836,U0213,2026-05,Facture électricité,50000,À temps,0
P004837,U0213,2026-05,Loyer,42000,À temps,0
P004838,U0213,2026-05,Abonnement internet,48000,À temps,0
P004839,U0213,2026-06,Transport,26500,À temps,0
P004840,U0213,2026-06,Facture électricité,61000,À temps,0
P004841,U0214,2025-07,Facture électricité,24500,En retard,18
P004842,U0214,2025-08,Fournisseur,5500,À temps,0
P004843,U0214,2025-09,Remboursement matériel,58500,Impayé,39
P004844,U0214,2025-09,Fournisseur,26000,Impayé,23
P004845,U0214,2025-10,Remboursement matériel,36000,En retard,9
P004846,U0214,2025-11,Facture électricité,48500,Impayé,50
P004847,U0214,2025-12,Abonnement internet,16000,En retard,16
P004848,U0214,2026-01,Abonnement internet,40000,Impayé,32
P004849,U0214,2026-02,Fournisseur,32000,En retard,10
P004850,U0214,2026-02,Remboursement matériel,59500,À temps,0
P004851,U0214,2026-03,Abonnement internet,23500,En retard,7
P004852,U0214,2026-03,Fournisseur,24500,Impayé,45
P004853,U0214,2026-04,Facture électricité,62000,Impayé,47
P004854,U0214,2026-05,Abonnement internet,43500,À temps,0
P004855,U0214,2026-06,Abonnement internet,39000,À temps,0
P004856,U0215,2025-07,Fournisseur,12000,À temps,0
P004857,U0215,2025-08,Abonnement internet,51000,À temps,0
P004858,U0215,2025-08,Loyer,53000,À temps,0
P004859,U0215,2025-08,Remboursement matériel,14000,À temps,0
P004860,U0215,2025-09,Abonnement internet,61500,À temps,0
P004861,U0215,2025-09,Facture électricité,39500,À temps,0
P004862,U0215,2025-10,Fournisseur,42000,À temps,0
P004863,U0215,2025-10,Fournisseur,34500,Impayé,43
P004864,U0215,2025-11,Transport,60000,En retard,15
P004865,U0215,2025-11,Transport,58500,En retard,7
P004866,U0215,2025-11,Abonnement internet,58000,À temps,0
P004867,U0215,2025-12,Transport,11500,À temps,0
P004868,U0215,2025-12,Loyer,57000,À temps,0
P004869,U0215,2025-12,Loyer,27500,À temps,0
P004870,U0215,2026-01,Remboursement matériel,27000,À temps,0
P004871,U0215,2026-01,Loyer,21000,À temps,0
P004872,U0215,2026-02,Abonnement internet,16000,À temps,0
P004873,U0215,2026-03,Loyer,59500,À temps,0
P004874,U0215,2026-04,Facture électricité,8500,À temps,0
P004875,U0215,2026-05,Abonnement internet,27000,À temps,0
P004876,U0215,2026-06,Remboursement matériel,59000,À temps,0
P004877,U0215,2026-06,Remboursement matériel,62000,À temps,0
P004878,U0215,2026-06,Transport,7500,À temps,0
P004879,U0216,2025-07,Fournisseur,32000,À temps,0
P004880,U0216,2025-07,Loyer,46000,À temps,0
P004881,U0216,2025-08,Loyer,18500,À temps,0
P004882,U0216,2025-08,Facture électricité,13000,À temps,0
P004883,U0216,2025-08,Loyer,38500,À temps,0
P004884,U0216,2025-09,Facture électricité,59000,À temps,0
P004885,U0216,2025-10,Remboursement matériel,62500,À temps,0
P004886,U0216,2025-11,Remboursement matériel,51000,À temps,0
P004887,U0216,2025-11,Fournisseur,9000,À temps,0
P004888,U0216,2025-12,Loyer,61500,À temps,0
P004889,U0216,2025-12,Loyer,61500,À temps,0
P004890,U0216,2025-12,Facture électricité,26000,En retard,3
P004891,U0216,2026-01,Fournisseur,46000,À temps,0
P004892,U0216,2026-02,Fournisseur,43500,À temps,0
P004893,U0216,2026-03,Fournisseur,22000,À temps,0
P004894,U0216,2026-03,Loyer,40000,À temps,0
P004895,U0216,2026-03,Remboursement matériel,9000,À temps,0
P004896,U0216,2026-04,Fournisseur,43500,À temps,0
P004897,U0216,2026-04,Remboursement matériel,45500,À temps,0
P004898,U0216,2026-05,Loyer,38000,À temps,0
P004899,U0216,2026-05,Fournisseur,33500,À temps,0
P004900,U0216,2026-06,Transport,44000,À temps,0
P004901,U0216,2026-06,Abonnement internet,50000,À temps,0
P004902,U0217,2025-07,Facture électricité,52500,À temps,0
P004903,U0217,2025-07,Transport,36000,À temps,0
P004904,U0217,2025-07,Remboursement matériel,60000,À temps,0
P004905,U0217,2025-08,Facture électricité,58500,En retard,2
P004906,U0217,2025-08,Remboursement matériel,44500,À temps,0
P004907,U0217,2025-09,Remboursement matériel,57500,À temps,0
P004908,U0217,2025-09,Remboursement matériel,43000,À temps,0
P004909,U0217,2025-09,Abonnement internet,60500,À temps,0
P004910,U0217,2025-10,Transport,60500,À temps,0
P004911,U0217,2025-10,Fournisseur,9500,À temps,0
P004912,U0217,2025-11,Remboursement matériel,38500,À temps,0
P004913,U0217,2025-11,Remboursement matériel,52000,À temps,0
P004914,U0217,2025-12,Facture électricité,35000,À temps,0
P004915,U0217,2025-12,Transport,33500,À temps,0
P004916,U0217,2025-12,Fournisseur,58500,À temps,0
P004917,U0217,2026-01,Fournisseur,7500,À temps,0
P004918,U0217,2026-02,Facture électricité,31000,À temps,0
P004919,U0217,2026-02,Remboursement matériel,16500,À temps,0
P004920,U0217,2026-02,Fournisseur,48000,À temps,0
P004921,U0217,2026-03,Facture électricité,34500,À temps,0
P004922,U0217,2026-03,Abonnement internet,28500,À temps,0
P004923,U0217,2026-04,Facture électricité,63000,À temps,0
P004924,U0217,2026-05,Abonnement internet,27500,À temps,0
P004925,U0217,2026-05,Fournisseur,15000,À temps,0
P004926,U0217,2026-06,Facture électricité,41500,À temps,0
P004927,U0218,2025-07,Remboursement matériel,53500,À temps,0
P004928,U0218,2025-07,Loyer,35000,À temps,0
P004929,U0218,2025-08,Transport,18500,Impayé,42
P004930,U0218,2025-08,Fournisseur,18000,À temps,0
P004931,U0218,2025-09,Remboursement matériel,41500,À temps,0
P004932,U0218,2025-09,Loyer,57500,À temps,0
P004933,U0218,2025-09,Loyer,25500,À temps,0
P004934,U0218,2025-10,Transport,30000,À temps,0
P004935,U0218,2025-10,Remboursement matériel,52500,Impayé,41
P004936,U0218,2025-11,Fournisseur,61500,À temps,0
P004937,U0218,2025-11,Remboursement matériel,32000,À temps,0
P004938,U0218,2025-12,Transport,39500,Impayé,27
P004939,U0218,2026-01,Facture électricité,11500,Impayé,38
P004940,U0218,2026-02,Remboursement matériel,65000,En retard,2
P004941,U0218,2026-02,Facture électricité,19000,Impayé,26
P004942,U0218,2026-03,Remboursement matériel,33000,À temps,0
P004943,U0218,2026-03,Fournisseur,48000,En retard,5
P004944,U0218,2026-04,Transport,45500,Impayé,57
P004945,U0218,2026-05,Remboursement matériel,53500,En retard,9
P004946,U0218,2026-06,Fournisseur,47500,En retard,3
P004947,U0219,2025-07,Loyer,55000,À temps,0
P004948,U0219,2025-07,Loyer,22500,À temps,0
P004949,U0219,2025-07,Fournisseur,44500,En retard,12
P004950,U0219,2025-08,Remboursement matériel,20000,À temps,0
P004951,U0219,2025-08,Fournisseur,51500,À temps,0
P004952,U0219,2025-09,Transport,14000,À temps,0
P004953,U0219,2025-09,Facture électricité,14000,À temps,0
P004954,U0219,2025-10,Facture électricité,57000,Impayé,43
P004955,U0219,2025-10,Facture électricité,7500,À temps,0
P004956,U0219,2025-10,Transport,56000,À temps,0
P004957,U0219,2025-11,Remboursement matériel,44000,À temps,0
P004958,U0219,2025-11,Loyer,49000,En retard,6
P004959,U0219,2025-12,Facture électricité,41000,En retard,16
P004960,U0219,2025-12,Transport,44000,En retard,8
P004961,U0219,2026-01,Fournisseur,57000,À temps,0
P004962,U0219,2026-02,Transport,55000,À temps,0
P004963,U0219,2026-02,Fournisseur,15000,En retard,6
P004964,U0219,2026-03,Loyer,63000,En retard,4
P004965,U0219,2026-03,Abonnement internet,18000,En retard,15
P004966,U0219,2026-04,Remboursement matériel,12500,À temps,0
P004967,U0219,2026-05,Transport,12000,À temps,0
P004968,U0219,2026-05,Facture électricité,49000,En retard,3
P004969,U0219,2026-06,Remboursement matériel,13500,En retard,7
P004970,U0220,2025-07,Fournisseur,62000,À temps,0
P004971,U0220,2025-08,Remboursement matériel,46500,À temps,0
P004972,U0220,2025-08,Abonnement internet,22500,En retard,7
P004973,U0220,2025-09,Fournisseur,34000,À temps,0
P004974,U0220,2025-09,Facture électricité,45000,Impayé,43
P004975,U0220,2025-10,Fournisseur,37500,À temps,0
P004976,U0220,2025-10,Transport,51500,À temps,0
P004977,U0220,2025-11,Loyer,42500,En retard,8
P004978,U0220,2025-11,Transport,59000,À temps,0
P004979,U0220,2025-12,Abonnement internet,34500,À temps,0
P004980,U0220,2025-12,Abonnement internet,5500,À temps,0
P004981,U0220,2026-01,Remboursement matériel,56500,À temps,0
P004982,U0220,2026-01,Abonnement internet,57500,Impayé,21
P004983,U0220,2026-02,Facture électricité,7500,À temps,0
P004984,U0220,2026-03,Fournisseur,60500,À temps,0
P004985,U0220,2026-03,Fournisseur,57000,À temps,0
P004986,U0220,2026-04,Transport,37000,À temps,0
P004987,U0220,2026-04,Transport,13500,Impayé,25
P004988,U0220,2026-04,Facture électricité,27500,À temps,0
P004989,U0220,2026-05,Remboursement matériel,42500,À temps,0
P004990,U0220,2026-06,Transport,17500,En retard,7
P004991,U0220,2026-06,Facture électricité,43000,À temps,0
P004992,U0221,2025-07,Fournisseur,54000,Impayé,40
P004993,U0221,2025-07,Abonnement internet,47500,À temps,0
P004994,U0221,2025-07,Facture électricité,16500,À temps,0
P004995,U0221,2025-08,Abonnement internet,23000,Impayé,20
P004996,U0221,2025-08,Fournisseur,20000,À temps,0
P004997,U0221,2025-09,Abonnement internet,6500,À temps,0
P004998,U0221,2025-10,Transport,30000,En retard,18
P004999,U0221,2025-10,Transport,38500,À temps,0
P005000,U0221,2025-11,Transport,15500,À temps,0
P005001,U0221,2025-11,Transport,18500,En retard,3
P005002,U0221,2025-11,Loyer,52000,À temps,0
P005003,U0221,2025-12,Abonnement internet,17500,À temps,0
P005004,U0221,2025-12,Loyer,24000,En retard,3
P005005,U0221,2026-01,Fournisseur,23500,À temps,0
P005006,U0221,2026-01,Transport,56000,Impayé,44
P005007,U0221,2026-01,Fournisseur,57500,À temps,0
P005008,U0221,2026-02,Facture électricité,6500,À temps,0
P005009,U0221,2026-02,Loyer,42000,Impayé,26
P005010,U0221,2026-03,Remboursement matériel,53500,À temps,0
P005011,U0221,2026-03,Remboursement matériel,54500,À temps,0
P005012,U0221,2026-03,Fournisseur,7500,En retard,6
P005013,U0221,2026-04,Transport,57000,À temps,0
P005014,U0221,2026-04,Fournisseur,40500,À temps,0
P005015,U0221,2026-04,Loyer,51500,En retard,3
P005016,U0221,2026-05,Abonnement internet,35500,À temps,0
P005017,U0221,2026-05,Transport,43000,En retard,4
P005018,U0221,2026-06,Abonnement internet,63500,En retard,17
P005019,U0221,2026-06,Remboursement matériel,27000,À temps,0
P005020,U0222,2025-07,Transport,13000,En retard,9
