id_revenu,id_utilisateur,mois,source_revenu,montant_revenu,canal_reception,revenu_recurrent
R002320,U0189,2025-11,Salaire partiel,156916,Virement,Oui
R002321,U0189,2025-12,Petit commerce,62299,Virement,Oui
R002322,U0189,2026-01,Salaire partiel,182833,Cash,Non
R002323,U0189,2026-01,Petit commerce,41303,Cash,Oui
R002324,U0189,2026-02,Petit commerce,113954,Virement,Oui
R002325,U0189,2026-02,Petit commerce,158000,Virement,Oui
R002326,U0189,2026-03,Petit commerce,167000,Mobile money,Oui
R002327,U0189,2026-04,Petit commerce,149000,Mobile money,Non
R002328,U0189,2026-05,Salaire partiel,144766,Cash,Non
R002329,U0190,2025-07,Commande WhatsApp,125308,Mobile money,Oui
R002330,U0190,2025-07,Marketplace,183109,Mobile money,Oui
R002331,U0190,2025-07,Vente en ligne,47113,Mobile money,Non
R002332,U0190,2025-08,Marketplace,229507,Virement,Oui
R002333,U0190,2025-09,Vente en ligne,117416,Mobile money,Oui
R002334,U0190,2025-10,Vente en ligne,209238,Virement,Oui
R002335,U0190,2025-11,Commande WhatsApp,118478,Virement,Oui
R002336,U0190,2025-11,Commande WhatsApp,78911,Cash,Oui
R002337,U0190,2025-12,Vente en ligne,168430,Mobile money,Non
R002338,U0190,2026-01,Commande WhatsApp,169785,Mobile money,Oui
R002339,U0190,2026-02,Marketplace,173757,Mobile money,Non
R002340,U0190,2026-02,Marketplace,91770,Mobile money,Non
R002341,U0190,2026-02,Commande WhatsApp,141681,Mobile money,Non
R002342,U0190,2026-03,Commande WhatsApp,230450,Mobile money,Oui
R002343,U0190,2026-04,Commande WhatsApp,30246,Mobile money,Non
R002344,U0190,2026-05,Vente en ligne,202425,Mobile money,Oui
R002345,U0190,2026-06,Commande WhatsApp,110901,Cash,Oui
R002346,U0191,2025-07,Commande WhatsApp,176000,Virement,Non
R002347,U0191,2025-07,Vente en ligne,152329,Mobile money,Oui
R002348,U0191,2025-08,Commande WhatsApp,136826,Mobile money,Non
R002349,U0191,2025-08,Marketplace,30622,Cash,Non
R002350,U0191,2025-10,Marketplace,246698,Mobile money,Oui
R002351,U0191,2025-11,Marketplace,132093,Cash,Non
R002352,U0191,2025-11,Marketplace,165000,Cash,Non
R002353,U0191,2026-01,Commande WhatsApp,208793,Mobile money,Oui
R002354,U0191,2026-03,Marketplace,84621,Virement,Oui
R002355,U0191,2026-04,Marketplace,236017,Mobile money,Oui
R002356,U0191,2026-06,Marketplace,82792,Mobile money,Oui
R002357,U0191,2026-06,Commande WhatsApp,156831,Mobile money,Oui
R002358,U0191,2026-06,Commande WhatsApp,212000,Cash,Non
R002359,U0192,2025-08,Prestation,228979,Mobile money,Oui
R002360,U0192,2025-08,Maintenance,149000,Mobile money,Oui
R002361,U0192,2025-08,Service client,133169,Virement,Oui
R002362,U0192,2025-09,Service client,57352,Mobile money,Oui
R002363,U0192,2025-11,Prestation,102000,Mobile money,Non
R002364,U0192,2026-02,Service client,128000,Cash,Non
R002365,U0192,2026-03,Maintenance,79000,Virement,Oui
R002366,U0192,2026-03,Service client,62792,Mobile money,Oui
R002367,U0192,2026-04,Maintenance,155789,Mobile money,Non
R002368,U0192,2026-06,Prestation,93151,Mobile money,Non
R002369,U0192,2026-06,Service client,95438,Mobile money,Oui
R002370,U0193,2025-07,Commande WhatsApp,53000,Mobile money,Oui
R002371,U0193,2025-07,Commande WhatsApp,110692,Cash,Oui
R002372,U0193,2025-08,Commande WhatsApp,68000,Mobile money,Non
R002373,U0193,2025-08,Marketplace,219594,Cash,Oui
R002374,U0193,2025-09,Vente en ligne,220988,Cash,Oui
R002375,U0193,2025-11,Vente en ligne,155088,Mobile money,Non
R002376,U0193,2025-12,Marketplace,154000,Cash,Oui
R002377,U0193,2025-12,Commande WhatsApp,49000,Mobile money,Non
R002378,U0193,2026-01,Marketplace,199125,Mobile money,Oui
R002379,U0193,2026-01,Commande WhatsApp,123943,Virement,Oui
R002380,U0193,2026-01,Commande WhatsApp,177000,Mobile money,Oui
R002381,U0193,2026-03,Marketplace,153802,Cash,Non
R002382,U0193,2026-05,Marketplace,167347,Virement,Oui
R002383,U0193,2026-05,Marketplace,35000,Mobile money,Non
R002384,U0193,2026-06,Vente en ligne,56811,Cash,Non
R002385,U0193,2026-06,Marketplace,60000,Mobile money,Oui
R002386,U0193,2026-06,Marketplace,87975,Mobile money,Oui
R002387,U0194,2025-10,Prestation,105258,Mobile money,Oui
R002388,U0194,2025-12,Service client,159636,Mobile money,Oui
R002389,U0194,2025-12,Service client,55000,Mobile money,Non
R002390,U0194,2026-01,Maintenance,69000,Mobile money,Oui
R002391,U0194,2026-01,Maintenance,73870,Mobile money,Oui
R002392,U0194,2026-02,Prestation,150608,Mobile money,Non
R002393,U0194,2026-02,Maintenance,114371,Cash,Non
R002394,U0194,2026-03,Service client,235773,Mobile money,Oui
R002395,U0194,2026-05,Maintenance,80129,Mobile money,Non
R002396,U0195,2025-08,Contrat ponctuel,119431,Mobile money,Non
R002397,U0195,2025-09,Mission freelance,106000,Mobile money,Oui
R002398,U0195,2025-10,Contrat ponctuel,209635,Cash,Non
R002399,U0195,2025-10,Prestation digitale,201291,Mobile money,Non
R002400,U0195,2025-10,Mission freelance,196000,Mobile money,Non
R002401,U0195,2025-12,Contrat ponctuel,94000,Virement,Oui
R002402,U0195,2025-12,Mission freelance,168020,Virement,Oui
R002403,U0195,2026-02,Contrat ponctuel,62000,Mobile money,Oui
R002404,U0195,2026-02,Prestation digitale,158009,Mobile money,Oui
R002405,U0195,2026-02,Prestation digitale,84915,Mobile money,Non
R002406,U0195,2026-03,Prestation digitale,126632,Cash,Non
R002407,U0195,2026-03,Mission freelance,186101,Cash,Non
R002408,U0195,2026-04,Contrat ponctuel,232000,Cash,Non
R002409,U0195,2026-05,Contrat ponctuel,93000,Cash,Oui
R002410,U0195,2026-06,Contrat ponctuel,98000,Mobile money,Oui
R002411,U0195,2026-06,Prestation digitale,269431,Mobile money,Non
R002412,U0196,2025-10,Vente en ligne,204000,Virement,Oui
R002413,U0196,2025-12,Vente en ligne,107139,Mobile money,Non
R002414,U0196,2026-01,Vente en ligne,50020,Cash,Oui
R002415,U0196,2026-04,Commande WhatsApp,103000,Mobile money,Oui
R002416,U0196,2026-05,Commande WhatsApp,100000,Mobile money,Non
R002417,U0197,2025-07,Vente boutique,237790,Cash,Non
R002418,U0197,2025-08,Vente boutique,92000,Mobile money,Non
R002419,U0197,2025-09,Service local,118478,Mobile money,Oui
R002420,U0197,2025-10,Vente boutique,101981,Cash,Non
R002421,U0197,2025-11,Service local,226981,Mobile money,Oui
R002422,U0197,2025-12,Vente boutique,237568,Mobile money,Oui
R002423,U0197,2026-01,Commande client,320456,Mobile money,Non
R002424,U0197,2026-02,Commande client,193000,Mobile money,Oui
R002425,U0197,2026-02,Vente boutique,291124,Mobile money,Non
R002426,U0197,2026-03,Vente boutique,266000,Mobile money,Oui
R002427,U0197,2026-03,Service local,294464,Mobile money,Oui
R002428,U0197,2026-04,Service local,292546,Cash,Non
R002429,U0197,2026-04,Commande client,138057,Cash,Non
R002430,U0197,2026-04,Vente boutique,98736,Virement,Oui
R002431,U0198,2025-10,Commande client,117000,Mobile money,Oui
R002432,U0198,2025-10,Service local,161000,Mobile money,Non
R002433,U0198,2025-12,Vente boutique,72640,Cash,Non
R002434,U0198,2026-02,Vente boutique,92000,Mobile money,Oui
R002435,U0198,2026-05,Vente boutique,210000,Cash,Oui
R002436,U0198,2026-06,Vente boutique,81765,Virement,Oui
R002437,U0199,2025-08,Vente boutique,140000,Virement,Non
R002438,U0199,2025-10,Commande client,295000,Mobile money,Non
R002439,U0199,2026-04,Commande client,289149,Mobile money,Oui
R002440,U0199,2026-04,Vente boutique,75000,Mobile money,Oui
R002441,U0199,2026-04,Service local,251000,Mobile money,Oui
R002442,U0199,2026-06,Service local,324000,Cash,Oui
R002443,U0200,2025-07,Maintenance,185000,Mobile money,Oui
R002444,U0200,2025-07,Prestation,126726,Mobile money,Oui
R002445,U0200,2025-08,Service client,219985,Mobile money,Non
R002446,U0200,2025-08,Prestation,84766,Mobile money,Non
R002447,U0200,2025-08,Maintenance,122301,Cash,Non
R002448,U0200,2025-10,Prestation,216749,Mobile money,Non
R002449,U0200,2025-11,Prestation,137000,Mobile money,Non
R002450,U0200,2026-06,Maintenance,233466,Mobile money,Non
R002451,U0200,2026-06,Maintenance,66000,Mobile money,Oui
R002452,U0201,2025-11,Salaire partiel,42229,Cash,Oui
R002453,U0201,2025-12,Mission ponctuelle,55603,Mobile money,Oui
R002454,U0201,2025-12,Salaire partiel,126000,Virement,Non
R002455,U0201,2026-02,Mission ponctuelle,99000,Cash,Non
R002456,U0201,2026-03,Mission ponctuelle,179000,Mobile money,Oui
R002457,U0201,2026-04,Petit commerce,26125,Mobile money,Non
R002458,U0201,2026-04,Mission ponctuelle,82000,Cash,Oui
R002459,U0201,2026-05,Salaire partiel,119000,Cash,Non
R002460,U0202,2025-09,Bonus plateforme,133284,Mobile money,Non
R002461,U0202,2026-01,Course directe,127290,Cash,Oui
R002462,U0202,2026-01,Bonus plateforme,137026,Cash,Oui
R002463,U0202,2026-02,Course directe,51516,Cash,Oui
R002464,U0202,2026-04,Livraisons,115196,Mobile money,Non
R002465,U0202,2026-05,Livraisons,112783,Mobile money,Non
R002466,U0202,2026-05,Livraisons,147670,Cash,Non
R002467,U0202,2026-05,Livraisons,145758,Cash,Oui
R002468,U0202,2026-06,Livraisons,41238,Cash,Non
R002469,U0202,2026-06,Course directe,80942,Mobile money,Non
R002470,U0203,2025-07,Livraisons,27000,Mobile money,Oui
R002471,U0203,2025-08,Course directe,98000,Cash,Oui
R002472,U0203,2025-08,Livraisons,71000,Cash,Non
R002473,U0203,2025-09,Livraisons,78000,Mobile money,Oui
R002474,U0203,2026-01,Course directe,105405,Cash,Oui
R002475,U0203,2026-03,Course directe,100885,Cash,Oui
R002476,U0203,2026-03,Course directe,61000,Mobile money,Non
R002477,U0203,2026-05,Livraisons,127719,Mobile money,Oui
R002478,U0203,2026-05,Bonus plateforme,138000,Cash,Non
R002479,U0204,2025-08,Service local,130260,Virement,Non
R002480,U0204,2025-09,Commande client,267000,Virement,Oui
R002481,U0204,2025-10,Vente boutique,177081,Mobile money,Oui
R002482,U0204,2025-11,Commande client,250320,Mobile money,Non
R002483,U0204,2025-12,Commande client,69477,Cash,Non
R002484,U0204,2026-01,Vente boutique,261000,Mobile money,Non
R002485,U0204,2026-01,Service local,188297,Mobile money,Oui
R002486,U0204,2026-01,Commande client,153491,Mobile money,Oui
R002487,U0204,2026-03,Service local,338066,Mobile money,Non
R002488,U0204,2026-05,Service local,202000,Mobile money,Non
R002489,U0204,2026-05,Service local,112000,Mobile money,Non
R002490,U0204,2026-06,Vente boutique,79958,Virement,Non
R002491,U0204,2026-06,Service local,191000,Mobile money,Oui
R002492,U0205,2025-07,Prestation,83808,Mobile money,Non
R002493,U0205,2025-09,Maintenance,191696,Mobile money,Non
R002494,U0205,2025-09,Prestation,72000,Mobile money,Non
R002495,U0205,2025-10,Maintenance,65000,Cash,Oui
R002496,U0205,2025-10,Prestation,177440,Virement,Non
R002497,U0205,2025-11,Service client,198000,Mobile money,Oui
R002498,U0205,2025-12,Maintenance,141747,Mobile money,Non
R002499,U0205,2026-01,Service client,100504,Mobile money,Oui
R002500,U0205,2026-02,Service client,139958,Mobile money,Oui
R002501,U0205,2026-03,Service client,78284,Cash,Oui
R002502,U0205,2026-03,Prestation,233206,Mobile money,Non
R002503,U0205,2026-04,Maintenance,148050,Mobile money,Oui
R002504,U0205,2026-04,Prestation,114000,Cash,Oui
R002505,U0205,2026-05,Service client,46076,Virement,Oui
R002506,U0205,2026-06,Service client,180000,Cash,Oui
R002507,U0206,2025-07,Commande WhatsApp,174000,Cash,Oui
R002508,U0206,2025-08,Vente en ligne,206731,Mobile money,Non
R002509,U0206,2025-09,Marketplace,184190,Mobile money,Non
R002510,U0206,2026-01,Vente en ligne,208000,Mobile money,Oui
R002511,U0206,2026-01,Marketplace,191700,Cash,Non
R002512,U0206,2026-04,Marketplace,102116,Virement,Non
R002513,U0206,2026-05,Commande WhatsApp,63555,Cash,Non
R002514,U0206,2026-06,Marketplace,81217,Cash,Non
R002515,U0206,2026-06,Marketplace,202138,Cash,Non
R002516,U0207,2025-07,Commande WhatsApp,133830,Cash,Oui
R002517,U0207,2025-09,Marketplace,204816,Mobile money,Non
R002518,U0207,2025-09,Vente en ligne,184000,Cash,Oui
R002519,U0207,2025-10,Vente en ligne,96000,Mobile money,Non
R002520,U0207,2025-10,Vente en ligne,145000,Mobile money,Non
R002521,U0207,2025-11,Vente en ligne,73442,Mobile money,Oui
R002522,U0207,2025-12,Vente en ligne,176000,Mobile money,Oui
R002523,U0207,2026-01,Marketplace,120987,Mobile money,Oui
R002524,U0207,2026-02,Commande WhatsApp,148174,Cash,Non
R002525,U0207,2026-04,Marketplace,137000,Mobile money,Oui
R002526,U0207,2026-04,Commande WhatsApp,83141,Cash,Oui
R002527,U0207,2026-05,Commande WhatsApp,82000,Cash,Non
R002528,U0207,2026-05,Marketplace,151323,Cash,Oui
R002529,U0208,2025-07,Service local,87661,Mobile money,Oui
R002530,U0208,2025-08,Commande client,323000,Cash,Oui
R002531,U0208,2025-08,Service local,228000,Mobile money,Oui
R002532,U0208,2025-09,Commande client,237000,Virement,Oui
R002533,U0208,2025-09,Service local,170000,Virement,Non
R002534,U0208,2026-02,Service local,165000,Mobile money,Oui
R002535,U0208,2026-02,Vente boutique,225000,Mobile money,Oui
R002536,U0209,2025-07,Prestation,198579,Mobile money,Oui
R002537,U0209,2025-07,Prestation,214000,Cash,Non
R002538,U0209,2025-08,Maintenance,78152,Mobile money,Oui
R002539,U0209,2025-10,Prestation,70000,Mobile money,Non
R002540,U0209,2025-11,Maintenance,249070,Cash,Non
R002541,U0209,2025-12,Service client,192929,Cash,Oui
R002542,U0209,2026-01,Service client,117454,Mobile money,Non
R002543,U0209,2026-01,Maintenance,112487,Mobile money,Non
R002544,U0209,2026-02,Prestation,76756,Cash,Oui
R002545,U0209,2026-02,Service client,124882,Cash,Non
R002546,U0209,2026-03,Service client,66343,Mobile money,Non
R002547,U0209,2026-04,Service client,80808,Mobile money,Oui
R002548,U0209,2026-04,Prestation,65000,Cash,Oui
R002549,U0209,2026-05,Maintenance,183034,Mobile money,Oui
R002550,U0209,2026-05,Service client,216000,Virement,Oui
R002551,U0209,2026-05,Maintenance,183512,Virement,Non
R002552,U0210,2025-07,Commande client,230132,Virement,Oui
R002553,U0210,2025-08,Vente boutique,247261,Mobile money,Non
R002554,U0210,2025-08,Service local,125000,Cash,Oui
R002555,U0210,2025-08,Vente boutique,180826,Mobile money,Non
R002556,U0210,2025-09,Commande client,278263,Mobile money,Oui
R002557,U0210,2025-09,Vente boutique,344000,Cash,Oui
R002558,U0210,2025-10,Commande client,160476,Mobile money,Non
R002559,U0210,2025-10,Vente boutique,112000,Cash,Oui
R002560,U0210,2025-11,Service local,270755,Mobile money,Non
R002561,U0210,2026-01,Vente boutique,298241,Mobile money,Non
R002562,U0210,2026-02,Vente boutique,228761,Virement,Oui
R002563,U0210,2026-03,Commande client,292930,Mobile money,Non
R002564,U0210,2026-04,Vente boutique,257118,Cash,Non
R002565,U0210,2026-05,Vente boutique,171225,Cash,Non
R002566,U0210,2026-06,Vente boutique,340047,Mobile money,Oui
R002567,U0210,2026-06,Service local,123520,Mobile money,Non
R002568,U0211,2025-07,Vente boutique,76000,Mobile money,Oui
R002569,U0211,2025-08,Commande client,145634,Cash,Oui
R002570,U0211,2025-09,Commande client,167732,Mobile money,Non
R002571,U0211,2025-10,Commande client,363938,Mobile money,Oui
R002572,U0211,2025-11,Service local,185000,Cash,Oui
R002573,U0211,2025-11,Vente boutique,272000,Mobile money,Non
R002574,U0211,2025-11,Vente boutique,205486,Cash,Oui
R002575,U0211,2025-12,Vente boutique,121464,Cash,Oui
R002576,U0211,2025-12,Vente boutique,138000,Mobile money,Oui
R002577,U0211,2025-12,Service local,194000,Mobile money,Oui
R002578,U0211,2026-02,Service local,321066,Mobile money,Non
R002579,U0211,2026-02,Vente boutique,180315,Cash,Oui
R002580,U0211,2026-04,Vente boutique,187229,Mobile money,Oui
R002581,U0211,2026-05,Service local,235466,Mobile money,Oui
R002582,U0212,2025-08,Commande WhatsApp,209125,Mobile money,Oui
R002583,U0212,2025-08,Marketplace,157000,Mobile money,Oui
R002584,U0212,2025-09,Marketplace,136354,Mobile money,Oui
R002585,U0212,2025-11,Vente en ligne,193038,Mobile money,Non
R002586,U0212,2025-12,Commande WhatsApp,215533,Cash,Oui
R002587,U0212,2026-01,Vente en ligne,254715,Mobile money,Oui
R002588,U0212,2026-01,Commande WhatsApp,121549,Mobile money,Non
R002589,U0212,2026-01,Vente en ligne,110061,Mobile money,Non
R002590,U0212,2026-02,Vente en ligne,164000,Mobile money,Non
R002591,U0212,2026-03,Marketplace,156000,Cash,Non
R002592,U0212,2026-03,Commande WhatsApp,216000,Mobile money,Non
R002593,U0212,2026-04,Vente en ligne,114344,Cash,Oui
R002594,U0212,2026-05,Vente en ligne,142354,Mobile money,Non
R002595,U0212,2026-05,Commande WhatsApp,82651,Cash,Oui
R002596,U0212,2026-06,Vente en ligne,150000,Virement,Oui
R002597,U0213,2025-07,Vente boutique,81125,Mobile money,Non
R002598,U0213,2025-08,Service local,216000,Mobile money,Oui
R002599,U0213,2025-09,Commande client,66641,Mobile money,Oui
R002600,U0213,2025-10,Vente boutique,94490,Mobile money,Oui
R002601,U0213,2025-11,Service local,403378,Cash,Oui
R002602,U0213,2025-12,Commande client,250861,Virement,Oui
R002603,U0213,2026-01,Commande client,364649,Cash,Oui
R002604,U0213,2026-01,Commande client,83000,Mobile money,Oui
R002605,U0213,2026-01,Service local,259327,Mobile money,Non
R002606,U0213,2026-02,Commande client,91000,Mobile money,Oui
R002607,U0213,2026-06,Service local,224130,Mobile money,Oui
R002608,U0214,2025-07,Commande client,56000,Mobile money,Non
R002609,U0214,2025-08,Vente boutique,211000,Cash,Oui
R002610,U0214,2025-09,Vente boutique,249000,Cash,Non
R002611,U0214,2025-09,Commande client,238804,Virement,Non
R002612,U0214,2025-10,Vente boutique,235501,Mobile money,Non
R002613,U0214,2025-11,Vente boutique,306000,Cash,Oui
R002614,U0214,2025-12,Vente boutique,179924,Mobile money,Non
R002615,U0214,2026-03,Service local,107374,Cash,Non
R002616,U0214,2026-04,Service local,226819,Mobile money,Oui
R002617,U0214,2026-05,Service local,155486,Mobile money,Non
R002618,U0214,2026-05,Service local,390948,Cash,Oui
R002619,U0215,2025-08,Petit commerce,107580,Cash,Oui
R002620,U0215,2025-09,Mission ponctuelle,162543,Virement,Oui
R002621,U0215,2025-09,Mission ponctuelle,182271,Cash,Non
R002622,U0215,2025-09,Petit commerce,66683,Mobile money,Oui
R002623,U0215,2025-10,Mission ponctuelle,33000,Mobile money,Non
R002624,U0215,2025-11,Petit commerce,46487,Mobile money,Non
R002625,U0215,2025-11,Petit commerce,96370,Virement,Oui
R002626,U0215,2025-12,Petit commerce,116000,Cash,Oui
R002627,U0215,2025-12,Petit commerce,43000,Virement,Non
R002628,U0215,2026-01,Salaire partiel,148832,Cash,Non
R002629,U0215,2026-01,Petit commerce,115916,Mobile money,Non
R002630,U0215,2026-03,Mission ponctuelle,192062,Virement,Non
R002631,U0215,2026-03,Mission ponctuelle,105511,Mobile money,Oui
R002632,U0215,2026-04,Mission ponctuelle,151651,Mobile money,Oui
R002633,U0215,2026-06,Salaire partiel,101000,Cash,Non
R002634,U0216,2025-07,Course directe,38674,Mobile money,Oui
R002635,U0216,2025-07,Livraisons,31000,Cash,Non
R002636,U0216,2025-10,Course directe,34000,Mobile money,Non
R002637,U0216,2025-11,Course directe,125610,Virement,Non
R002638,U0216,2025-11,Livraisons,70866,Mobile money,Oui
R002639,U0216,2025-12,Course directe,58000,Mobile money,Oui
R002640,U0216,2025-12,Livraisons,56000,Mobile money,Non
R002641,U0216,2025-12,Course directe,55122,Virement,Oui
R002642,U0216,2026-04,Livraisons,120858,Mobile money,Oui
R002643,U0216,2026-05,Livraisons,106000,Virement,Oui
R002644,U0216,2026-05,Livraisons,71000,Virement,Oui
R002645,U0216,2026-06,Course directe,89000,Virement,Non
R002646,U0217,2025-07,Livraisons,91325,Mobile money,Oui
R002647,U0217,2025-08,Course directe,47313,Cash,Non
R002648,U0217,2025-10,Bonus plateforme,115880,Cash,Oui
R002649,U0217,2025-11,Bonus plateforme,60000,Mobile money,Oui
R002650,U0217,2025-11,Livraisons,146000,Cash,Oui
R002651,U0217,2025-11,Course directe,80214,Mobile money,Non
R002652,U0217,2026-01,Bonus plateforme,104239,Mobile money,Non
R002653,U0217,2026-03,Bonus plateforme,37000,Cash,Oui
R002654,U0217,2026-03,Livraisons,149005,Mobile money,Non
R002655,U0217,2026-04,Course directe,111532,Mobile money,Non
R002656,U0218,2025-07,Service local,319571,Cash,Non
R002657,U0218,2025-07,Commande client,159272,Cash,Oui
R002658,U0218,2025-09,Service local,174000,Mobile money,Non
R002659,U0218,2025-09,Commande client,144436,Mobile money,Oui
R002660,U0218,2025-10,Commande client,135430,Virement,Oui
R002661,U0218,2025-10,Commande client,254067,Cash,Non
R002662,U0218,2025-11,Vente boutique,121917,Cash,Oui
R002663,U0218,2025-12,Service local,162552,Mobile money,Non
R002664,U0218,2025-12,Vente boutique,150798,Mobile money,Non
R002665,U0218,2026-02,Service local,63003,Mobile money,Non
R002666,U0218,2026-02,Commande client,229708,Mobile money,Oui
R002667,U0218,2026-03,Vente boutique,259876,Cash,Oui
R002668,U0218,2026-04,Vente boutique,133407,Mobile money,Non
R002669,U0218,2026-05,Vente boutique,150000,Virement,Non
R002670,U0218,2026-06,Vente boutique,125420,Mobile money,Oui
R002671,U0218,2026-06,Commande client,72512,Mobile money,Non
R002672,U0218,2026-06,Service local,92682,Cash,Non
R002673,U0219,2025-07,Livraisons,99000,Cash,Non
R002674,U0219,2025-07,Bonus plateforme,100000,Mobile money,Oui
R002675,U0219,2025-10,Livraisons,36000,Cash,Non
R002676,U0219,2026-03,Bonus plateforme,43000,Virement,Oui
R002677,U0219,2026-05,Bonus plateforme,41000,Mobile money,Non
R002678,U0220,2025-07,Course directe,111412,Mobile money,Oui
R002679,U0220,2025-08,Bonus plateforme,139934,Mobile money,Oui
R002680,U0220,2025-08,Course directe,160909,Mobile money,Non
R002681,U0220,2025-09,Course directe,25000,Mobile money,Non
R002682,U0220,2025-10,Bonus plateforme,58000,Mobile money,Oui
R002683,U0220,2025-10,Course directe,126332,Cash,Oui
R002684,U0220,2025-10,Bonus plateforme,137000,Mobile money,Non
R002685,U0220,2025-11,Course directe,118000,Cash,Non
R002686,U0220,2026-01,Course directe,143000,Virement,Non
R002687,U0220,2026-01,Bonus plateforme,79606,Mobile money,Oui
R002688,U0220,2026-01,Bonus plateforme,82000,Virement,Non
R002689,U0220,2026-04,Course directe,129000,Virement,Oui
R002690,U0220,2026-04,Livraisons,149000,Cash,Oui
R002691,U0220,2026-04,Course directe,48220,Cash,Oui
R002692,U0221,2025-07,Prestation digitale,217990,Cash,Oui
R002693,U0221,2025-08,Contrat ponctuel,257064,Cash,Oui
R002694,U0221,2025-08,Mission freelance,94000,Mobile money,Oui
R002695,U0221,2025-09,Contrat ponctuel,139108,Mobile money,Non
R002696,U0221,2025-09,Contrat ponctuel,69000,Cash,Oui
R002697,U0221,2025-12,Prestation digitale,280082,Mobile money,Non
R002698,U0221,2026-02,Mission freelance,236000,Mobile money,Oui
R002699,U0221,2026-04,Mission freelance,160098,Mobile money,Non
R002700,U0221,2026-04,Prestation digitale,146109,Mobile money,Non
R002701,U0221,2026-05,Mission freelance,167434,Mobile money,Oui
R002702,U0221,2026-05,Mission freelance,178614,Cash,Oui
R002703,U0221,2026-06,Prestation digitale,171000,Mobile money,Non
R002704,U0221,2026-06,Contrat ponctuel,49066,Cash,Oui
R002705,U0221,2026-06,Mission freelance,94077,Virement,Oui
R002706,U0222,2025-07,Marketplace,94000,Mobile money,Oui
R002707,U0222,2025-07,Marketplace,156000,Cash,Non
R002708,U0222,2025-08,Marketplace,69000,Cash,Oui
R002709,U0222,2025-11,Marketplace,147669,Mobile money,Non
R002710,U0222,2025-11,Vente en ligne,189000,Cash,Oui
R002711,U0222,2025-12,Marketplace,106000,Mobile money,Oui
R002712,U0222,2026-04,Vente en ligne,61865,Mobile money,Oui
R002713,U0222,2026-06,Vente en ligne,158000,Mobile money,Oui
R002714,U0223,2025-07,Vente en ligne,172946,Mobile money,Non
R002715,U0223,2025-07,Vente en ligne,191384,Mobile money,Non
R002716,U0223,2025-09,Vente en ligne,146073,Mobile money,Oui
R002717,U0223,2025-10,Marketplace,148561,Cash,Non
R002718,U0223,2025-10,Commande WhatsApp,185200,Mobile money,Non
R002719,U0223,2025-12,Marketplace,177000,Mobile money,Oui
R002720,U0223,2026-01,Marketplace,73528,Virement,Oui
R002721,U0223,2026-01,Vente en ligne,134000,Mobile money,Non
R002722,U0223,2026-02,Marketplace,95686,Mobile money,Oui
R002723,U0223,2026-03,Commande WhatsApp,150998,Mobile money,Oui
R002724,U0223,2026-04,Commande WhatsApp,85683,Mobile money,Oui
R002725,U0223,2026-06,Vente en ligne,180460,Cash,Oui
R002726,U0223,2026-06,Commande WhatsApp,181778,Mobile money,Oui
R002727,U0224,2025-08,Marketplace,31321,Cash,Oui
R002728,U0224,2025-09,Vente en ligne,73433,Mobile money,Non
R002729,U0224,2025-10,Vente en ligne,116518,Cash,Oui
R002730,U0224,2025-11,Commande WhatsApp,70449,Cash,Oui
R002731,U0224,2025-11,Marketplace,38013,Cash,Oui
R002732,U0224,2025-11,Marketplace,92413,Mobile money,Non
R002733,U0224,2025-12,Marketplace,79714,Mobile money,Oui
R002734,U0224,2026-01,Commande WhatsApp,112941,Mobile money,Non
R002735,U0224,2026-01,Commande WhatsApp,147057,Mobile money,Oui
R002736,U0224,2026-02,Marketplace,168568,Mobile money,Oui
R002737,U0224,2026-02,Commande WhatsApp,177505,Mobile money,Oui
R002738,U0224,2026-03,Commande WhatsApp,88000,Cash,Non
R002739,U0224,2026-04,Marketplace,97567,Mobile money,Oui
R002740,U0224,2026-05,Commande WhatsApp,103159,Cash,Oui
R002741,U0224,2026-05,Commande WhatsApp,93564,Mobile money,Oui
R002742,U0225,2025-07,Salaire partiel,115686,Mobile money,Non
R002743,U0225,2025-07,Petit commerce,89000,Mobile money,Oui
R002744,U0225,2025-08,Mission ponctuelle,59851,Mobile money,Non
R002745,U0225,2025-09,Salaire partiel,72000,Virement,Non
R002746,U0225,2025-10,Salaire partiel,170186,Mobile money,Non
R002747,U0225,2025-11,Petit commerce,154805,Virement,Oui
R002748,U0225,2025-11,Salaire partiel,144032,Mobile money,Non
R002749,U0225,2025-12,Mission ponctuelle,134911,Cash,Oui
R002750,U0225,2026-02,Mission ponctuelle,128463,Cash,Oui
R002751,U0225,2026-03,Salaire partiel,125700,Mobile money,Oui
R002752,U0225,2026-03,Mission ponctuelle,49235,Mobile money,Oui
R002753,U0225,2026-04,Salaire partiel,95000,Mobile money,Oui
R002754,U0225,2026-05,Salaire partiel,34000,Cash,Oui
R002755,U0225,2026-05,Mission ponctuelle,113995,Mobile money,Oui
R002756,U0225,2026-06,Petit commerce,128098,Cash,Non
R002757,U0225,2026-06,Salaire partiel,56114,Mobile money,Oui
R002758,U0225,2026-06,Mission ponctuelle,80000,Mobile money,Non
R002759,U0226,2025-07,Course directe,106969,Cash,Non
R002760,U0226,2025-07,Livraisons,87595,Cash,Non
R002761,U0226,2025-07,Livraisons,150624,Virement,Oui
R002762,U0226,2025-08,Livraisons,60706,Mobile money,Oui
