id_score,id_utilisateur,mois,score_revenu,score_paiement,score_activite,score_recommandation,score_transaction,score_anciennete,score_completude,score_global,classe_risque,recommandation_decisionnelle,plafond_microcredit_simule
S002538,U0212,2025-12,65.5,93.0,74.7,74.5,61.0,5.6,75,67.1,B,Profil fiable : éligible avec vérification complémentaire.,37960
S002539,U0212,2026-01,74.6,84.9,82.5,76.2,76.0,5.6,75,71.3,B,Profil fiable : éligible avec vérification complémentaire.,58223
S002540,U0212,2026-02,72.5,83.5,82.5,75.8,71.0,5.6,75,69.7,B,Profil fiable : éligible avec vérification complémentaire.,49802
S002541,U0212,2026-03,75.4,75.2,73.3,80.6,74.0,5.6,75,68.4,B,Profil fiable : éligible avec vérification complémentaire.,59620
S002542,U0212,2026-04,84.9,63.4,83.0,78.5,88.0,5.6,75,71.7,B,Profil fiable : éligible avec vérification complémentaire.,64385
S002543,U0212,2026-05,85.5,75.0,83.0,78.5,91.0,5.6,75,74.6,B,Profil fiable : éligible avec vérification complémentaire.,65716
S002544,U0212,2026-06,84.1,66.3,100,81.2,93.0,5.6,75,75.7,B,Profil fiable : éligible avec vérification complémentaire.,62986
S002545,U0213,2025-07,85.0,100,60.0,50.0,64.0,61.1,75,74.7,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002546,U0213,2025-08,86.4,100,100,83.3,69.0,61.1,75,85.1,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,51996
S002547,U0213,2025-09,83.4,100,100,86.5,76.0,61.1,75,85.8,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002548,U0213,2025-10,84.4,80.8,100,85.8,81.0,61.1,75,82.9,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002549,U0213,2025-11,77.9,86.3,100,84.6,89.0,61.1,75,83.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,60314
S002550,U0213,2025-12,80.6,89.4,100,84.6,80.0,61.1,75,83.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,64895
S002551,U0213,2026-01,77.6,88.0,100,83.4,82.0,61.1,75,82.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,101403
S002552,U0213,2026-02,74.5,88.0,100,86.2,83.0,61.1,75,82.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,94111
S002553,U0213,2026-03,66.0,89.4,100,83.7,66.0,61.1,75,77.5,B,Profil fiable : éligible avec vérification complémentaire.,64446
S002554,U0213,2026-04,57.9,100,96.7,84.2,63.0,61.1,75,76.7,B,Profil fiable : éligible avec vérification complémentaire.,60508
S002555,U0213,2026-05,42.6,100,92.5,87.5,45.0,61.1,75,69.9,B,Profil fiable : éligible avec vérification complémentaire.,43701
S002556,U0213,2026-06,41.7,100,92.5,85.8,60.0,61.1,75,71.7,B,Profil fiable : éligible avec vérification complémentaire.,42587
S002557,U0214,2025-07,85.0,4.2,100,87.5,63.0,100,75,69.0,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002558,U0214,2025-08,82.6,52.1,100,81.7,70.0,100,75,78.5,B,Profil fiable : éligible avec vérification complémentaire.,33375
S002559,U0214,2025-09,78.7,24.2,100,78.8,74.0,100,75,72.3,B,Profil fiable : éligible avec vérification complémentaire.,62900
S002560,U0214,2025-10,81.2,21.3,100,77.5,82.0,100,75,73.4,B,Profil fiable : éligible avec vérification complémentaire.,61894
S002561,U0214,2025-11,83.7,15.3,100,71.1,88.0,100,75,73.0,B,Profil fiable : éligible avec vérification complémentaire.,64815
S002562,U0214,2025-12,84.0,13.9,83.0,61.5,92.0,100,75,69.9,B,Profil fiable : éligible avec vérification complémentaire.,61509
S002563,U0214,2026-01,76.7,12.7,73.3,55.0,80.0,100,75,64.0,C,Profil moyen : à accompagner avant décision.,28404
S002564,U0214,2026-02,65.2,12.2,65.2,52.9,64.0,100,75,57.1,C,Profil moyen : à accompagner avant décision.,24184
S002565,U0214,2026-03,66.1,13.0,60.0,50.0,67.0,100,75,56.9,C,Profil moyen : à accompagner avant décision.,16575
S002566,U0214,2026-04,66.1,10.6,49.5,46.4,67.0,100,75,54.5,C,Profil moyen : à accompagner avant décision.,16402
S002567,U0214,2026-05,57.7,24.5,41.7,47.5,69.0,100,75,54.4,C,Profil moyen : à accompagner avant décision.,21211
S002568,U0214,2026-06,46.1,36.3,55.8,55.8,55.0,100,75,54.7,C,Profil moyen : à accompagner avant décision.,17612
S002569,U0215,2025-07,0,100,0.0,50.0,0,100,75,38.8,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S002570,U0215,2025-08,50.0,100,92.5,75.8,33.0,100,75,72.7,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002571,U0215,2025-09,59.1,100,64.7,68.5,51.0,100,75,72.7,B,Profil fiable : éligible avec vérification complémentaire.,43256
S002572,U0215,2025-10,55.8,86.2,75.9,69.6,63.0,100,75,72.7,B,Profil fiable : éligible avec vérification complémentaire.,34504
S002573,U0215,2025-11,61.3,73.3,82.2,71.1,71.0,100,75,73.8,B,Profil fiable : éligible avec vérification complémentaire.,34746
S002574,U0215,2025-12,65.9,79.0,86.3,72.3,77.0,100,75,77.7,B,Profil fiable : éligible avec vérification complémentaire.,35580
S002575,U0215,2026-01,80.4,80.4,94.3,75.2,94.0,100,75,85.7,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,65256
S002576,U0215,2026-02,69.4,77.4,87.5,75.0,93.0,100,75,81.1,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,58980
S002577,U0215,2026-03,72.6,75.5,100,78.5,90.0,100,75,83.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,52335
S002578,U0215,2026-04,78.8,83.3,85.0,73.8,88.0,100,75,83.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,59256
S002579,U0215,2026-05,67.9,100,77.7,73.2,74.0,100,75,80.8,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50923
S002580,U0215,2026-06,64.8,100,63.3,70.0,74.0,100,75,77.6,B,Profil fiable : éligible avec vérification complémentaire.,33957
S002581,U0216,2025-07,85.0,100,100,77.5,65.0,97.2,100,88.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002582,U0216,2025-08,50.0,100,92.5,77.5,67.0,97.2,100,78.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002583,U0216,2025-09,38.3,100,88.3,77.5,69.0,97.2,100,75.7,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002584,U0216,2025-10,54.7,100,92.5,78.1,73.0,97.2,100,81.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002585,U0216,2025-11,51.1,100,95.0,79.0,79.0,97.2,100,81.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002586,U0216,2025-12,59.4,92.8,96.7,80.0,86.0,97.2,100,83.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002587,U0216,2026-01,49.0,92.1,92.5,82.5,71.0,97.2,100,78.2,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002588,U0216,2026-02,49.0,90.4,92.5,82.5,59.0,97.2,100,76.0,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002589,U0216,2026-03,49.0,92.1,92.5,82.5,47.0,97.2,100,74.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002590,U0216,2026-04,59.2,92.8,92.5,85.0,51.0,97.2,100,78.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002591,U0216,2026-05,60.2,92.8,92.5,90.8,47.0,97.2,100,78.3,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002592,U0216,2026-06,56.5,100,92.5,84.2,44.0,97.2,100,77.7,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002593,U0217,2025-07,85.0,100,100,81.2,66.0,50.0,100,84.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002594,U0217,2025-08,90.5,82.8,100,76.9,74.0,50.0,100,83.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002595,U0217,2025-09,67.1,89.2,96.7,76.9,76.0,50.0,100,78.2,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002596,U0217,2025-10,72.5,91.4,98.8,78.0,81.0,50.0,100,81.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002597,U0217,2025-11,65.9,92.8,100,74.6,84.0,50.0,100,80.1,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002598,U0217,2025-12,56.6,94.3,96.7,74.6,74.0,50.0,100,76.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002599,U0217,2026-01,57.3,93.4,96.7,79.6,74.0,50.0,100,76.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002600,U0217,2026-02,50.2,100,92.5,82.5,68.0,50.0,100,74.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002601,U0217,2026-03,64.1,100,96.7,85.4,73.0,50.0,100,80.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002602,U0217,2026-04,63.9,100,96.7,83.8,73.0,50.0,100,79.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002603,U0217,2026-05,56.7,100,92.5,92.5,72.0,50.0,100,78.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002604,U0217,2026-06,56.7,100,92.5,92.5,72.0,50.0,100,78.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002605,U0218,2025-07,85.0,100,68.3,64.2,65.0,100,75,81.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,167595
S002606,U0218,2025-08,50.0,72.5,55.8,64.2,67.0,100,75,65.6,B,Profil fiable : éligible avec vérification complémentaire.,59855
S002607,U0218,2025-09,70.6,84.3,69.2,67.5,71.0,100,75,76.0,B,Profil fiable : éligible avec vérification complémentaire.,66439
S002608,U0218,2025-10,77.5,75.6,54.8,63.0,73.0,100,75,73.7,B,Profil fiable : éligible avec vérification complémentaire.,74173
S002609,U0218,2025-11,73.9,80.0,68.6,64.3,76.0,100,75,76.4,B,Profil fiable : éligible avec vérification complémentaire.,65434
S002610,U0218,2025-12,77.5,73.2,64.2,63.1,80.0,100,75,75.7,B,Profil fiable : éligible avec vérification complémentaire.,67585
S002611,U0218,2026-01,66.2,61.0,60.0,62.5,66.0,100,75,67.7,B,Profil fiable : éligible avec vérification complémentaire.,47633
S002612,U0218,2026-02,79.1,54.1,64.2,62.5,71.0,100,75,70.8,B,Profil fiable : éligible avec vérification complémentaire.,59829
S002613,U0218,2026-03,78.8,40.7,64.2,63.3,74.0,100,75,68.6,B,Profil fiable : éligible avec vérification complémentaire.,57389
S002614,U0218,2026-04,77.5,33.0,82.5,67.9,78.0,100,75,70.6,B,Profil fiable : éligible avec vérification complémentaire.,46719
S002615,U0218,2026-05,78.7,13.3,85.1,66.4,82.0,100,75,67.8,B,Profil fiable : éligible avec vérification complémentaire.,47889
S002616,U0218,2026-06,79.1,15.1,91.9,68.1,80.0,100,75,69.1,B,Profil fiable : éligible avec vérification complémentaire.,46942
S002617,U0219,2025-07,85.0,69.3,100,67.5,66.0,72.2,75,77.7,B,Profil fiable : éligible avec vérification complémentaire.,49750
S002618,U0219,2025-08,50.0,81.6,92.5,67.5,37.0,72.2,75,66.0,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002619,U0219,2025-09,38.3,86.8,88.3,67.5,27.0,72.2,75,62.0,C,Profil moyen : à accompagner avant décision.,15000
S002620,U0219,2025-10,44.2,79.7,92.5,61.3,41.0,72.2,75,64.1,C,Profil moyen : à accompagner avant décision.,15000
S002621,U0219,2025-11,37.2,75.7,90.0,61.3,36.0,72.2,75,60.4,C,Profil moyen : à accompagner avant décision.,15000
S002622,U0219,2025-12,32.5,66.0,88.3,61.3,33.0,72.2,75,56.6,C,Profil moyen : à accompagner avant décision.,15000
S002623,U0219,2026-01,26.7,68.0,84.2,55.0,18.0,72.2,75,52.1,C,Profil moyen : à accompagner avant décision.,15000
S002624,U0219,2026-02,26.7,60.6,84.2,55.0,29.0,72.2,75,52.2,C,Profil moyen : à accompagner avant décision.,15000
S002625,U0219,2026-03,50.7,45.5,88.3,55.0,41.0,72.2,75,57.6,C,Profil moyen : à accompagner avant décision.,15000
S002626,U0219,2026-04,26.7,45.7,10.0,50.0,27.0,72.2,75,37.3,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S002627,U0219,2026-05,52.6,45.9,20.0,50.0,38.0,72.2,75,47.0,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S002628,U0219,2026-06,52.6,50.4,20.0,50.0,49.0,72.2,75,49.6,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S002629,U0220,2025-07,85.0,100,100,77.5,67.0,13.9,100,80.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002630,U0220,2025-08,86.2,70.3,61.0,59.5,69.0,13.9,100,67.4,B,Profil fiable : éligible avec vérification complémentaire.,51531
S002631,U0220,2025-09,76.3,60.0,61.0,59.5,50.0,13.9,100,60.1,C,Profil moyen : à accompagner avant décision.,17490
S002632,U0220,2025-10,80.2,71.4,63.8,60.3,57.0,13.9,100,64.9,C,Profil moyen : à accompagner avant décision.,22757
S002633,U0220,2025-11,80.2,67.8,56.1,58.1,65.0,13.9,100,64.0,C,Profil moyen : à accompagner avant décision.,21038
S002634,U0220,2025-12,68.5,73.7,51.9,58.1,69.0,13.9,100,62.2,C,Profil moyen : à accompagner avant décision.,17531
S002635,U0220,2026-01,71.5,67.7,51.9,57.8,68.0,13.9,100,61.6,C,Profil moyen : à accompagner avant décision.,21395
S002636,U0220,2026-02,57.1,72.9,52.7,60.0,68.0,13.9,100,59.3,C,Profil moyen : à accompagner avant décision.,15378
S002637,U0220,2026-03,53.9,83.0,48.5,60.0,67.0,13.9,100,59.8,C,Profil moyen : à accompagner avant décision.,15000
S002638,U0220,2026-04,53.8,76.0,10.0,51.2,67.0,13.9,100,51.7,C,Profil moyen : à accompagner avant décision.,15000
S002639,U0220,2026-05,52.3,82.0,15.0,55.0,52.0,13.9,100,51.4,C,Profil moyen : à accompagner avant décision.,15000
S002640,U0220,2026-06,52.3,73.9,15.0,55.0,40.0,13.9,100,48.0,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S002641,U0221,2025-07,85.0,63.7,100,75.0,66.0,69.4,100,78.3,B,Profil fiable : éligible avec vérification complémentaire.,54497
S002642,U0221,2025-08,93.0,58.8,77.5,70.0,73.0,69.4,100,76.5,B,Profil fiable : éligible avec vérification complémentaire.,71131
S002643,U0221,2025-09,92.5,65.7,73.3,70.0,77.0,69.4,100,77.7,B,Profil fiable : éligible avec vérification complémentaire.,64763
S002644,U0221,2025-10,75.0,62.3,67.1,70.0,79.0,69.4,100,72.0,B,Profil fiable : éligible avec vérification complémentaire.,48572
S002645,U0221,2025-11,64.5,64.7,63.3,70.0,81.0,69.4,100,69.6,B,Profil fiable : éligible avec vérification complémentaire.,38858
S002646,U0221,2025-12,70.2,63.4,69.5,73.9,89.0,69.4,100,73.3,B,Profil fiable : éligible avec vérification complémentaire.,44051
S002647,U0221,2026-01,58.7,63.2,45.0,73.1,74.0,69.4,100,64.4,C,Profil moyen : à accompagner avant décision.,16785
S002648,U0221,2026-02,61.3,63.0,76.5,83.0,69.0,69.4,100,70.0,B,Profil fiable : éligible avec vérification complémentaire.,30174
S002649,U0221,2026-03,50.8,62.0,88.3,91.7,67.0,69.4,100,69.5,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002650,U0221,2026-04,61.8,64.9,92.5,91.7,73.0,69.4,100,74.4,B,Profil fiable : éligible avec vérification complémentaire.,34262
S002651,U0221,2026-05,72.6,62.6,80.7,92.5,79.0,69.4,100,75.8,B,Profil fiable : éligible avec vérification complémentaire.,48680
S002652,U0221,2026-06,72.7,62.0,80.7,90.0,73.0,69.4,100,74.6,B,Profil fiable : éligible avec vérification complémentaire.,50099
S002653,U0222,2025-07,85.0,69.9,0,55.0,62.0,100,100,65.0,B,Profil fiable : éligible avec vérification complémentaire.,62500
S002654,U0222,2025-08,83.0,29.8,51.0,71.5,67.0,100,100,66.6,B,Profil fiable : éligible avec vérification complémentaire.,39875
S002655,U0222,2025-09,59.6,25.9,42.7,71.5,69.0,100,100,59.0,C,Profil moyen : à accompagner avant décision.,15000
S002656,U0222,2025-10,48.0,31.7,38.5,71.5,71.0,100,100,56.9,C,Profil moyen : à accompagner avant décision.,15000
S002657,U0222,2025-11,56.7,35.7,52.8,69.2,74.0,100,100,62.2,C,Profil moyen : à accompagner avant décision.,15736
S002658,U0222,2025-12,59.6,41.1,54.4,69.2,81.0,100,100,65.4,B,Profil fiable : éligible avec vérification complémentaire.,31736
S002659,U0222,2026-01,44.2,40.3,58.8,70.9,69.0,100,100,60.4,C,Profil moyen : à accompagner avant décision.,15000
S002660,U0222,2026-02,37.7,51.1,60.8,66.2,66.0,100,100,60.3,C,Profil moyen : à accompagner avant décision.,15000
S002661,U0222,2026-03,37.7,60.9,60.8,66.2,54.0,100,100,60.5,C,Profil moyen : à accompagner avant décision.,15000
S002662,U0222,2026-04,43.5,61.7,61.1,57.5,57.0,100,100,61.7,C,Profil moyen : à accompagner avant décision.,15000
S002663,U0222,2026-05,45.4,71.0,51.7,45.8,56.0,100,100,61.3,C,Profil moyen : à accompagner avant décision.,15000
S002664,U0222,2026-06,40.2,71.0,51.7,45.8,51.0,100,100,59.2,C,Profil moyen : à accompagner avant décision.,15000
S002665,U0223,2025-07,85.0,100,100,92.5,67.0,16.7,75,81.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,127515
S002666,U0223,2025-08,50.0,100,92.5,92.5,37.0,16.7,75,66.6,B,Profil fiable : éligible avec vérification complémentaire.,45541
S002667,U0223,2025-09,63.8,100,96.7,93.3,53.0,16.7,75,73.2,B,Profil fiable : éligible avec vérification complémentaire.,42533
S002668,U0223,2025-10,72.2,82.0,98.8,90.6,62.0,16.7,75,73.1,B,Profil fiable : éligible avec vérification complémentaire.,52760
S002669,U0223,2025-11,61.7,87.2,95.0,90.6,53.0,16.7,75,69.5,B,Profil fiable : éligible avec vérification complémentaire.,42208
S002670,U0223,2025-12,65.5,88.8,96.7,86.5,63.0,16.7,75,72.1,B,Profil fiable : éligible avec vérification complémentaire.,42548
S002671,U0223,2026-01,66.8,91.0,96.7,86.2,64.0,16.7,75,73.0,B,Profil fiable : éligible avec vérification complémentaire.,36015
S002672,U0223,2026-02,75.8,91.8,100,86.2,80.0,16.7,75,78.4,B,Profil fiable : éligible avec vérification complémentaire.,40002
S002673,U0223,2026-03,76.0,92.5,100,83.2,79.0,16.7,75,78.1,B,Profil fiable : éligible avec vérification complémentaire.,40207
S002674,U0223,2026-04,78.6,100,100,83.2,80.0,16.7,75,80.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002675,U0223,2026-05,78.6,100,100,83.2,92.0,16.7,75,82.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002676,U0223,2026-06,71.6,100,100,82.8,92.0,16.7,75,80.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,52624
S002677,U0224,2025-07,0,100,0.0,50.0,0,83.3,75,37.1,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S002678,U0224,2025-08,50.0,100,92.5,92.5,36.0,83.3,75,73.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002679,U0224,2025-09,64.6,100,96.7,85.6,51.0,83.3,75,78.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002680,U0224,2025-10,68.4,100,98.8,85.6,62.0,83.3,75,81.8,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002681,U0224,2025-11,68.2,79.0,84.3,75.7,72.0,83.3,75,75.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002682,U0224,2025-12,71.3,67.2,87.1,74.7,78.0,83.3,75,75.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002683,U0224,2026-01,81.3,64.2,87.7,74.3,90.0,83.3,75,79.3,B,Profil fiable : éligible avec vérification complémentaire.,31744
S002684,U0224,2026-02,83.3,54.6,77.7,69.8,90.0,83.3,75,76.0,B,Profil fiable : éligible avec vérification complémentaire.,44858
S002685,U0224,2026-03,83.9,46.3,75.0,67.5,87.0,83.3,75,73.4,B,Profil fiable : éligible avec vérification complémentaire.,45465
S002686,U0224,2026-04,83.3,54.6,80.0,69.0,83.0,83.3,75,75.2,B,Profil fiable : éligible avec vérification complémentaire.,44676
S002687,U0224,2026-05,83.2,65.4,83.9,71.1,78.0,83.3,75,77.4,B,Profil fiable : éligible avec vérification complémentaire.,44503
S002688,U0224,2026-06,73.5,72.1,77.1,71.6,65.0,83.3,75,73.3,B,Profil fiable : éligible avec vérification complémentaire.,41181
S002689,U0225,2025-07,85.0,100,100,85.8,66.0,77.8,75,86.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,71640
S002690,U0225,2025-08,83.6,100,100,80.5,69.0,77.8,75,85.8,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002691,U0225,2025-09,82.5,76.5,100,81.2,75.0,77.8,75,81.8,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002692,U0225,2025-10,85.3,81.2,100,86.4,81.0,77.8,75,84.9,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002693,U0225,2025-11,83.5,86.6,100,86.2,89.0,77.8,75,86.7,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,56389
S002694,U0225,2025-12,84.4,88.2,100,85.3,97.0,77.8,75,88.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,54860
S002695,U0225,2026-01,70.8,89.6,100,85.2,82.0,77.8,75,83.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002696,U0225,2026-02,74.2,81.4,100,86.0,82.0,77.8,75,82.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002697,U0225,2026-03,78.2,89.8,100,86.0,83.0,77.8,75,85.1,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,52927
S002698,U0225,2026-04,75.6,89.8,100,83.5,83.0,77.8,75,84.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002699,U0225,2026-05,82.6,88.5,100,87.5,77.0,77.8,75,85.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002700,U0225,2026-06,77.7,77.8,100,90.8,75.0,77.8,75,81.8,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S002701,U0226,2025-07,85.0,0,60.0,50.0,65.0,100,75,58.8,C,Profil moyen : à accompagner avant décision.,41422
S002702,U0226,2025-08,79.0,19.3,100,76.2,72.0,100,75,70.8,B,Profil fiable : éligible avec vérification complémentaire.,50736
S002703,U0226,2025-09,70.7,27.0,77.5,74.4,79.0,100,75,67.7,B,Profil fiable : éligible avec vérification complémentaire.,36320
S002704,U0226,2025-10,76.4,21.0,83.0,74.5,87.0,100,75,70.0,B,Profil fiable : éligible avec vérification complémentaire.,39800
S002705,U0226,2025-11,79.9,19.8,86.7,73.8,92.0,100,75,71.9,B,Profil fiable : éligible avec vérification complémentaire.,42868
S002706,U0226,2025-12,76.6,32.1,68.3,68.6,94.0,100,75,70.5,B,Profil fiable : éligible avec vérification complémentaire.,37238
S002707,U0226,2026-01,76.4,43.8,68.3,62.3,95.0,100,75,72.3,B,Profil fiable : éligible avec vérification complémentaire.,37576
S002708,U0226,2026-02,80.7,46.5,65.0,59.8,95.0,100,75,73.2,B,Profil fiable : éligible avec vérification complémentaire.,48088
S002709,U0226,2026-03,81.9,48.7,67.3,59.6,90.0,100,75,73.5,B,Profil fiable : éligible avec vérification complémentaire.,49173
S002710,U0226,2026-04,76.6,69.3,61.2,60.0,88.0,100,75,75.1,B,Profil fiable : éligible avec vérification complémentaire.,42367
S002711,U0226,2026-05,72.9,62.1,56.4,58.8,90.0,100,75,72.2,B,Profil fiable : éligible avec vérification complémentaire.,36815
S002712,U0226,2026-06,76.3,41.4,57.5,57.7,93.0,100,75,69.4,B,Profil fiable : éligible avec vérification complémentaire.,39717
S002713,U0227,2025-07,85.0,56.3,100,97.5,65.0,77.8,75,78.5,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002714,U0227,2025-08,78.4,70.9,100,97.5,70.0,77.8,75,80.6,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,94765
S002715,U0227,2025-09,55.1,64.1,96.7,97.5,72.0,77.8,75,73.2,B,Profil fiable : éligible avec vérification complémentaire.,45126
S002716,U0227,2025-10,65.9,70.1,98.8,83.3,77.0,77.8,75,76.7,B,Profil fiable : éligible avec vérification complémentaire.,54559
S002717,U0227,2025-11,70.7,65.7,86.7,80.4,85.0,77.8,75,76.1,B,Profil fiable : éligible avec vérification complémentaire.,55562
S002718,U0227,2025-12,74.7,72.5,89.4,82.1,91.0,77.8,75,80.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,89478
S002719,U0227,2026-01,69.5,81.3,83.3,79.6,77.0,77.8,75,77.2,B,Profil fiable : éligible avec vérification complémentaire.,60740
S002720,U0227,2026-02,70.8,72.6,87.8,77.5,77.0,77.8,75,76.2,B,Profil fiable : éligible avec vérification complémentaire.,56337
S002721,U0227,2026-03,75.5,70.1,91.9,77.5,66.0,77.8,75,75.9,B,Profil fiable : éligible avec vérification complémentaire.,59378
S002722,U0227,2026-04,62.0,70.1,85.2,77.9,52.0,77.8,75,69.4,B,Profil fiable : éligible avec vérification complémentaire.,45569
S002723,U0227,2026-05,63.0,78.3,96.7,77.9,48.0,77.8,75,72.4,B,Profil fiable : éligible avec vérification complémentaire.,53502
S002724,U0227,2026-06,59.5,75.2,96.7,71.2,45.0,77.8,75,69.8,B,Profil fiable : éligible avec vérification complémentaire.,65219
S002725,U0228,2025-07,85.0,68.1,100,85.0,66.0,72.2,75,79.2,B,Profil fiable : éligible avec vérification complémentaire.,62253
S002726,U0228,2025-08,50.0,76.0,92.5,85.0,36.0,72.2,75,66.5,B,Profil fiable : éligible avec vérification complémentaire.,31126
S002727,U0228,2025-09,71.4,84.0,96.7,85.0,54.0,72.2,75,76.7,B,Profil fiable : éligible avec vérification complémentaire.,50407
S002728,U0228,2025-10,59.7,86.3,92.5,85.0,44.0,72.2,75,72.1,B,Profil fiable : éligible avec vérification complémentaire.,37805
S002729,U0228,2025-11,66.1,89.4,95.0,85.0,52.0,72.2,75,75.9,B,Profil fiable : éligible avec vérification complémentaire.,41794
S002730,U0228,2025-12,59.1,91.3,92.5,85.0,58.0,72.2,75,75.1,B,Profil fiable : éligible avec vérification complémentaire.,34828
S002731,U0228,2026-01,47.4,91.3,92.5,85.0,57.0,72.2,75,72.0,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002732,U0228,2026-02,47.4,92.0,92.5,85.0,57.0,72.2,75,72.2,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002733,U0228,2026-03,47.1,92.0,92.5,95.0,56.0,72.2,75,72.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002734,U0228,2026-04,47.1,93.2,92.5,95.0,56.0,72.2,75,73.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002735,U0228,2026-05,46.7,93.2,92.5,85.5,59.0,72.2,75,72.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S002736,U0228,2026-06,56.9,93.2,96.7,82.1,62.0,72.2,75,75.8,B,Profil fiable : éligible avec vérification complémentaire.,30868
