id_mission,id_utilisateur,type_mission,date_debut,date_fin,montant_mission,statut_mission,note_client
M002370,U0201,Formation,2025-11-04,2025-11-08,161000,Terminée,4.6
M002371,U0201,Vente,2025-12-11,2025-12-16,43000,Terminée,4.4
M002372,U0201,Développement,2025-12-02,2025-12-05,58000,Terminée,4.0
M002373,U0201,Prestation,2025-12-13,2025-12-19,178000,Terminée,3.8
M002374,U0201,Prestation,2026-02-12,2026-02-13,24000,En cours,3.8
M002375,U0201,Maintenance,2026-04-08,2026-04-12,126000,Terminée,4.6
M002376,U0201,Formation,2026-04-10,2026-04-11,96000,Terminée,4.6
M002377,U0201,Développement,2026-05-17,2026-05-25,150000,Terminée,4.5
M002378,U0201,Maintenance,2026-05-13,2026-05-21,149000,Terminée,3.2
M002379,U0202,Design,2025-09-14,2025-09-19,45000,Terminée,4.0
M002380,U0202,Prestation,2026-02-19,2026-02-24,129000,Annulée,1.9
M002381,U0202,Vente,2026-02-08,2026-02-09,109000,En cours,4.1
M002382,U0202,Design,2026-04-04,2026-04-06,160000,Terminée,3.1
M002383,U0202,Formation,2026-04-08,2026-04-16,65000,Annulée,3.3
M002384,U0202,Prestation,2026-05-06,2026-05-08,135000,Annulée,2.5
M002385,U0202,Vente,2026-05-01,2026-05-02,100000,Annulée,2.2
M002386,U0202,Formation,2026-06-14,2026-06-22,160000,En cours,3.0
M002387,U0202,Design,2026-06-18,2026-06-26,25000,Annulée,2.7
M002388,U0202,Vente,2026-06-12,2026-06-17,52000,En cours,3.3
M002389,U0202,Vente,2026-06-03,2026-06-11,176000,En cours,3.7
M002390,U0203,Développement,2025-08-14,2025-08-16,115000,Terminée,4.1
M002391,U0203,Design,2025-08-12,2025-08-16,147000,En cours,4.8
M002392,U0203,Prestation,2025-08-09,2025-08-15,54000,Annulée,2.1
M002393,U0203,Développement,2025-09-06,2025-09-12,175000,Terminée,4.1
M002394,U0203,Design,2025-09-02,2025-09-04,25000,Terminée,3.2
M002395,U0203,Maintenance,2025-09-10,2025-09-18,156000,Annulée,2.4
M002396,U0203,Livraison,2026-01-01,2026-01-03,74000,Annulée,3.3
M002397,U0203,Livraison,2026-03-17,2026-03-22,115000,Annulée,1.5
M002398,U0203,Développement,2026-03-01,2026-03-09,138000,En cours,3.4
M002399,U0203,Maintenance,2026-03-14,2026-03-19,171000,Terminée,4.5
M002400,U0203,Vente,2026-03-04,2026-03-09,126000,Terminée,3.9
M002401,U0203,Vente,2026-05-08,2026-05-10,33000,Terminée,3.3
M002402,U0204,Maintenance,2025-08-20,2025-08-24,48000,Terminée,3.6
M002403,U0204,Maintenance,2025-08-13,2025-08-19,136000,Terminée,3.6
M002404,U0204,Design,2025-08-04,2025-08-12,150000,Terminée,4.2
M002405,U0204,Développement,2025-08-14,2025-08-20,32000,Terminée,3.3
M002406,U0204,Rédaction,2025-10-19,2025-10-26,112000,Terminée,3.8
M002407,U0204,Vente,2025-11-10,2025-11-14,19000,Terminée,3.2
M002408,U0204,Rédaction,2025-11-08,2025-11-16,26000,Annulée,3.5
M002409,U0204,Rédaction,2025-12-12,2025-12-18,69000,Annulée,3.0
M002410,U0204,Maintenance,2025-12-16,2025-12-23,96000,Terminée,4.0
M002411,U0204,Livraison,2025-12-07,2025-12-09,69000,Terminée,4.4
M002412,U0204,Rédaction,2026-01-13,2026-01-20,168000,Terminée,3.8
M002413,U0204,Design,2026-05-02,2026-05-05,71000,Annulée,3.2
M002414,U0204,Rédaction,2026-05-16,2026-05-20,124000,Terminée,4.0
M002415,U0204,Livraison,2026-05-15,2026-05-17,71000,Annulée,2.1
M002416,U0204,Vente,2026-06-20,2026-06-22,142000,Annulée,2.8
M002417,U0204,Rédaction,2026-06-01,2026-06-08,28000,En cours,3.7
M002418,U0204,Maintenance,2026-06-10,2026-06-18,92000,Annulée,2.7
M002419,U0205,Formation,2025-07-10,2025-07-18,176000,Terminée,3.9
M002420,U0205,Maintenance,2025-07-15,2025-07-20,164000,Terminée,4.4
M002421,U0205,Vente,2025-10-10,2025-10-11,57000,Terminée,3.5
M002422,U0205,Vente,2025-11-04,2025-11-10,160000,Terminée,3.8
M002423,U0205,Livraison,2025-12-02,2025-12-09,44000,Terminée,4.9
M002424,U0205,Prestation,2025-12-16,2025-12-19,63000,Terminée,5.0
M002425,U0205,Prestation,2026-01-13,2026-01-16,75000,En cours,4.2
M002426,U0205,Livraison,2026-01-07,2026-01-15,40000,Terminée,4.9
M002427,U0205,Vente,2026-01-05,2026-01-13,114000,Terminée,3.4
M002428,U0205,Développement,2026-03-19,2026-03-27,54000,Terminée,3.8
M002429,U0205,Rédaction,2026-04-18,2026-04-24,126000,Terminée,4.5
M002430,U0205,Rédaction,2026-04-08,2026-04-13,19000,Terminée,3.5
M002431,U0205,Design,2026-04-20,2026-04-28,23000,Terminée,4.1
M002432,U0205,Prestation,2026-04-14,2026-04-18,57000,Terminée,4.4
M002433,U0205,Vente,2026-05-12,2026-05-20,140000,Terminée,4.9
M002434,U0205,Formation,2026-05-20,2026-05-22,180000,En cours,3.8
M002435,U0205,Rédaction,2026-05-10,2026-05-16,113000,Terminée,4.1
M002436,U0205,Formation,2026-06-03,2026-06-08,54000,Terminée,3.5
M002437,U0205,Vente,2026-06-14,2026-06-17,113000,En cours,4.7
M002438,U0205,Prestation,2026-06-09,2026-06-13,70000,Terminée,4.8
M002439,U0205,Maintenance,2026-06-12,2026-06-20,77000,Terminée,4.8
M002440,U0206,Livraison,2025-07-20,2025-07-22,165000,Annulée,3.4
M002441,U0206,Maintenance,2025-07-14,2025-07-18,56000,Terminée,3.8
M002442,U0206,Maintenance,2025-07-14,2025-07-22,120000,Terminée,3.7
M002443,U0206,Prestation,2025-07-17,2025-07-24,98000,Terminée,4.1
M002444,U0206,Design,2025-08-12,2025-08-13,94000,Terminée,2.9
M002445,U0206,Rédaction,2025-08-17,2025-08-24,118000,Annulée,2.3
M002446,U0206,Rédaction,2025-08-09,2025-08-10,115000,Terminée,4.7
M002447,U0206,Prestation,2026-01-01,2026-01-08,175000,Annulée,1.9
M002448,U0206,Formation,2026-04-13,2026-04-20,39000,Terminée,3.6
M002449,U0206,Formation,2026-05-17,2026-05-22,143000,Terminée,3.2
M002450,U0206,Prestation,2026-05-06,2026-05-08,33000,Terminée,3.6
M002451,U0206,Vente,2026-05-14,2026-05-17,163000,Annulée,1.9
M002452,U0206,Design,2026-06-09,2026-06-10,61000,Terminée,3.6
M002453,U0207,Formation,2025-07-08,2025-07-13,114000,Terminée,5
M002454,U0207,Vente,2025-07-20,2025-07-22,155000,Terminée,4.1
M002455,U0207,Développement,2025-09-19,2025-09-24,155000,Terminée,5
M002456,U0207,Vente,2025-09-03,2025-09-05,11000,Terminée,4.9
M002457,U0207,Maintenance,2025-09-16,2025-09-20,140000,Terminée,4.0
M002458,U0207,Vente,2025-09-19,2025-09-27,36000,Terminée,5
M002459,U0207,Vente,2025-10-01,2025-10-08,134000,Terminée,4.7
M002460,U0207,Formation,2025-11-16,2025-11-20,55000,Terminée,4.6
M002461,U0207,Développement,2025-11-18,2025-11-23,37000,Terminée,4.0
M002462,U0207,Rédaction,2025-12-09,2025-12-17,111000,Terminée,3.8
M002463,U0207,Vente,2025-12-01,2025-12-03,148000,Terminée,5.0
M002464,U0207,Formation,2026-01-11,2026-01-14,11000,Terminée,4.7
M002465,U0207,Rédaction,2026-02-09,2026-02-17,138000,Terminée,4.9
M002466,U0207,Rédaction,2026-02-11,2026-02-15,101000,Terminée,4.7
M002467,U0207,Développement,2026-04-16,2026-04-21,85000,Terminée,4.1
M002468,U0207,Livraison,2026-04-13,2026-04-17,90000,Terminée,4.5
M002469,U0207,Développement,2026-05-11,2026-05-12,122000,Terminée,4.3
M002470,U0207,Design,2026-05-07,2026-05-14,24000,Terminée,4.2
M002471,U0207,Rédaction,2026-05-08,2026-05-14,179000,Terminée,5
M002472,U0208,Développement,2025-08-14,2025-08-16,92000,En cours,4.1
M002473,U0208,Design,2025-08-12,2025-08-17,37000,Terminée,4.2
M002474,U0208,Vente,2025-08-07,2025-08-12,106000,Terminée,4.2
M002475,U0208,Formation,2025-09-08,2025-09-16,28000,Terminée,3.7
M002476,U0208,Développement,2025-09-16,2025-09-20,68000,Annulée,2.8
M002477,U0208,Design,2025-09-14,2025-09-17,135000,Annulée,1.8
M002478,U0209,Design,2025-07-10,2025-07-12,148000,Terminée,4.7
M002479,U0209,Rédaction,2025-07-08,2025-07-09,129000,Terminée,3.7
M002480,U0209,Design,2025-07-13,2025-07-19,164000,Terminée,4.2
M002481,U0209,Développement,2025-08-06,2025-08-13,109000,Terminée,4.6
M002482,U0209,Développement,2025-08-08,2025-08-10,80000,Terminée,4.7
M002483,U0209,Développement,2025-08-18,2025-08-24,99000,Terminée,4.0
M002484,U0209,Formation,2025-10-03,2025-10-08,120000,Annulée,2.1
M002485,U0209,Maintenance,2025-11-08,2025-11-12,174000,Terminée,4.3
M002486,U0209,Livraison,2025-11-02,2025-11-10,154000,Terminée,4.2
M002487,U0209,Vente,2025-11-14,2025-11-22,169000,Terminée,3.8
M002488,U0209,Rédaction,2025-12-09,2025-12-12,50000,Terminée,3.2
M002489,U0209,Design,2025-12-09,2025-12-12,39000,Terminée,3.8
M002490,U0209,Formation,2026-01-07,2026-01-14,86000,Annulée,3.1
M002491,U0209,Vente,2026-02-05,2026-02-10,32000,Terminée,4.3
M002492,U0209,Rédaction,2026-02-17,2026-02-18,129000,Terminée,4.0
M002493,U0209,Prestation,2026-04-16,2026-04-24,95000,En cours,4.1
M002494,U0209,Développement,2026-04-13,2026-04-15,85000,Terminée,4.7
M002495,U0209,Vente,2026-05-01,2026-05-05,101000,Terminée,5
M002496,U0210,Vente,2025-07-16,2025-07-20,22000,Terminée,3.6
M002497,U0210,Livraison,2025-07-16,2025-07-24,44000,Terminée,4.4
M002498,U0210,Développement,2025-07-01,2025-07-03,13000,Terminée,4.3
M002499,U0210,Design,2025-08-13,2025-08-15,55000,Annulée,3.0
M002500,U0210,Rédaction,2025-09-10,2025-09-11,49000,Terminée,3.9
M002501,U0210,Design,2025-10-07,2025-10-11,36000,Terminée,3.3
M002502,U0210,Design,2025-10-13,2025-10-16,19000,Terminée,4.3
M002503,U0210,Design,2025-10-19,2025-10-26,128000,En cours,3.9
M002504,U0210,Rédaction,2025-11-10,2025-11-18,30000,Terminée,4.0
M002505,U0210,Vente,2026-03-15,2026-03-22,132000,En cours,5
M002506,U0210,Maintenance,2026-03-20,2026-03-28,67000,Terminée,3.2
M002507,U0210,Vente,2026-04-11,2026-04-18,88000,Terminée,3.5
M002508,U0210,Développement,2026-05-08,2026-05-10,175000,Terminée,4.1
M002509,U0210,Design,2026-05-09,2026-05-10,12000,Terminée,4.3
M002510,U0210,Prestation,2026-05-17,2026-05-24,171000,Terminée,4.0
M002511,U0210,Livraison,2026-06-03,2026-06-05,130000,Terminée,3.6
M002512,U0210,Développement,2026-06-05,2026-06-09,145000,Terminée,4.0
M002513,U0211,Formation,2025-07-14,2025-07-22,64000,Terminée,4.1
M002514,U0211,Livraison,2025-07-17,2025-07-22,110000,Terminée,3.9
M002515,U0211,Livraison,2025-08-20,2025-08-28,105000,Terminée,4.2
M002516,U0211,Rédaction,2025-09-02,2025-09-07,80000,Terminée,4.6
M002517,U0211,Livraison,2025-09-12,2025-09-16,148000,Terminée,4.5
M002518,U0211,Livraison,2025-09-09,2025-09-16,159000,Terminée,3.7
M002519,U0211,Prestation,2025-09-12,2025-09-16,73000,Terminée,4.5
M002520,U0211,Prestation,2025-10-03,2025-10-04,135000,Terminée,4.4
M002521,U0211,Formation,2025-10-18,2025-10-19,158000,Terminée,3.8
M002522,U0211,Maintenance,2025-10-10,2025-10-12,139000,Terminée,4.4
M002523,U0211,Développement,2025-11-10,2025-11-15,138000,Terminée,4.4
M002524,U0211,Design,2025-11-11,2025-11-12,132000,Terminée,4.0
M002525,U0211,Maintenance,2026-02-17,2026-02-25,17000,En cours,4.4
M002526,U0211,Design,2026-02-18,2026-02-19,80000,Annulée,3.1
M002527,U0211,Rédaction,2026-02-17,2026-02-18,24000,En cours,5.0
M002528,U0211,Vente,2026-04-19,2026-04-20,114000,Terminée,4.1
M002529,U0211,Livraison,2026-05-09,2026-05-17,157000,En cours,3.8
M002530,U0211,Prestation,2026-05-03,2026-05-09,46000,Terminée,3.9
M002531,U0211,Design,2026-05-07,2026-05-09,44000,Terminée,4.1
M002532,U0211,Vente,2026-05-17,2026-05-25,24000,Terminée,3.9
M002533,U0212,Design,2025-08-18,2025-08-19,121000,Terminée,4.4
M002534,U0212,Rédaction,2025-09-06,2025-09-07,134000,Terminée,4.5
M002535,U0212,Formation,2025-09-11,2025-09-19,42000,Terminée,4.1
M002536,U0212,Rédaction,2025-09-11,2025-09-15,162000,Terminée,3.7
M002537,U0212,Maintenance,2025-12-16,2025-12-17,157000,Annulée,3.2
M002538,U0212,Rédaction,2026-01-15,2026-01-18,83000,Terminée,4.4
M002539,U0212,Prestation,2026-02-16,2026-02-19,125000,Terminée,4.3
M002540,U0212,Rédaction,2026-03-06,2026-03-10,159000,Terminée,5
M002541,U0212,Prestation,2026-04-03,2026-04-05,92000,Terminée,3.8
M002542,U0212,Livraison,2026-06-10,2026-06-17,56000,Terminée,4.0
M002543,U0212,Prestation,2026-06-01,2026-06-04,30000,Terminée,4.0
M002544,U0213,Formation,2025-08-17,2025-08-19,70000,Terminée,3.7
M002545,U0213,Design,2025-08-01,2025-08-09,89000,Terminée,4.9
M002546,U0213,Livraison,2025-08-04,2025-08-05,97000,Terminée,4.4
M002547,U0213,Prestation,2025-09-04,2025-09-07,27000,Terminée,5.0
M002548,U0213,Maintenance,2025-09-03,2025-09-08,99000,Terminée,4.3
M002549,U0213,Prestation,2025-10-17,2025-10-24,59000,Terminée,4.3
M002550,U0213,Design,2025-11-11,2025-11-15,172000,Terminée,4.1
M002551,U0213,Rédaction,2026-01-05,2026-01-07,158000,Terminée,4.0
M002552,U0213,Design,2026-02-13,2026-02-19,39000,Terminée,5
M002553,U0213,Livraison,2026-06-10,2026-06-13,59000,Terminée,4.3
M002554,U0214,Développement,2025-07-13,2025-07-20,72000,Terminée,4.8
M002555,U0214,Formation,2025-07-15,2025-07-17,147000,Terminée,4.2
M002556,U0214,Prestation,2025-08-01,2025-08-09,91000,Terminée,3.8
M002557,U0214,Maintenance,2025-09-07,2025-09-08,47000,Terminée,3.8
M002558,U0214,Rédaction,2025-10-13,2025-10-19,100000,Terminée,3.9
M002559,U0214,Livraison,2025-11-02,2025-11-09,97000,Terminée,2.8
M002560,U0214,Formation,2025-11-15,2025-11-18,153000,Terminée,3.6
M002561,U0214,Livraison,2025-12-03,2025-12-06,131000,Annulée,1.6
M002562,U0214,Livraison,2025-12-07,2025-12-09,111000,Terminée,3.6
M002563,U0214,Vente,2025-12-20,2025-12-21,40000,Annulée,2.5
M002564,U0214,Formation,2026-04-03,2026-04-09,106000,Annulée,2.3
M002565,U0214,Design,2026-04-09,2026-04-16,126000,Terminée,3.6
M002566,U0214,Prestation,2026-05-02,2026-05-06,142000,Terminée,3.8
M002567,U0215,Vente,2025-08-07,2025-08-14,18000,Terminée,3.4
M002568,U0215,Rédaction,2025-08-02,2025-08-05,134000,Terminée,5
M002569,U0215,Maintenance,2025-08-09,2025-08-12,102000,Terminée,3.7
M002570,U0215,Formation,2025-09-16,2025-09-22,45000,En cours,3.5
M002571,U0215,Maintenance,2025-09-15,2025-09-20,114000,En cours,3.1
M002572,U0215,Design,2025-10-04,2025-10-12,82000,Terminée,3.9
M002573,U0215,Vente,2025-10-15,2025-10-23,142000,Terminée,3.9
M002574,U0215,Maintenance,2025-11-10,2025-11-13,172000,Terminée,4.2
M002575,U0215,Rédaction,2025-11-08,2025-11-13,51000,Terminée,3.9
M002576,U0215,Prestation,2025-12-11,2025-12-18,134000,Terminée,4.6
M002577,U0215,Livraison,2025-12-03,2025-12-05,17000,Terminée,3.6
M002578,U0215,Vente,2026-01-15,2026-01-17,149000,Terminée,4.5
M002579,U0215,Développement,2026-01-05,2026-01-12,114000,Terminée,4.9
M002580,U0215,Développement,2026-01-13,2026-01-18,153000,Terminée,4.0
M002581,U0215,Développement,2026-01-09,2026-01-13,14000,Terminée,3.9
M002582,U0215,Maintenance,2026-04-03,2026-04-08,88000,Terminée,3.3
M002583,U0215,Livraison,2026-04-08,2026-04-11,122000,Terminée,3.9
M002584,U0215,Livraison,2026-04-16,2026-04-20,55000,Annulée,3.0
M002585,U0215,Rédaction,2026-04-09,2026-04-12,138000,En cours,3.6
M002586,U0215,Prestation,2026-06-06,2026-06-07,51000,Annulée,3.1
M002587,U0216,Développement,2025-07-01,2025-07-04,69000,Terminée,3.8
M002588,U0216,Livraison,2025-07-16,2025-07-17,67000,Terminée,4.0
M002589,U0216,Vente,2025-07-04,2025-07-11,77000,Terminée,4.5
M002590,U0216,Vente,2025-10-15,2025-10-22,16000,Terminée,4.2
M002591,U0216,Rédaction,2025-11-19,2025-11-20,114000,Terminée,4.3
M002592,U0216,Maintenance,2025-12-06,2025-12-07,41000,Terminée,4.4
M002593,U0216,Livraison,2026-04-19,2026-04-25,133000,Terminée,4.5
M002594,U0216,Design,2026-05-11,2026-05-18,159000,Terminée,5
M002595,U0216,Prestation,2026-06-09,2026-06-11,78000,Terminée,4.7
M002596,U0216,Développement,2026-06-11,2026-06-16,162000,Terminée,4.1
M002597,U0216,Développement,2026-06-05,2026-06-08,153000,Terminée,3.5
M002598,U0216,Maintenance,2026-06-02,2026-06-05,136000,Terminée,4.4
M002599,U0217,Design,2025-07-06,2025-07-07,131000,Terminée,3.7
M002600,U0217,Livraison,2025-07-06,2025-07-08,115000,Terminée,4.8
M002601,U0217,Formation,2025-08-04,2025-08-06,48000,Terminée,3.7
M002602,U0217,Livraison,2025-08-15,2025-08-19,99000,Terminée,4.1
M002603,U0217,Rédaction,2025-10-17,2025-10-23,30000,Terminée,4.3
M002604,U0217,Rédaction,2025-11-15,2025-11-17,168000,Terminée,4.1
M002605,U0217,Vente,2025-11-06,2025-11-07,169000,Terminée,3.2
M002606,U0217,Livraison,2026-01-01,2026-01-05,26000,Terminée,4.9
M002607,U0217,Maintenance,2026-01-02,2026-01-03,91000,Terminée,5
M002608,U0217,Prestation,2026-03-19,2026-03-21,179000,Terminée,5.0
M002609,U0217,Prestation,2026-04-05,2026-04-08,75000,Terminée,3.9
M002610,U0218,Prestation,2025-07-16,2025-07-21,49000,Terminée,3.0
M002611,U0218,Maintenance,2025-07-17,2025-07-22,50000,Annulée,2.7
M002612,U0218,Maintenance,2025-07-06,2025-07-11,171000,Terminée,5
M002613,U0218,Prestation,2025-09-20,2025-09-24,169000,Terminée,4.1
M002614,U0218,Design,2025-10-03,2025-10-07,151000,Annulée,2.8
M002615,U0218,Vente,2025-11-20,2025-11-21,32000,Terminée,3.5
M002616,U0218,Prestation,2025-11-09,2025-11-10,70000,Terminée,3.9
M002617,U0218,Développement,2025-12-10,2025-12-14,50000,Terminée,3.9
M002618,U0218,Vente,2025-12-06,2025-12-12,94000,Annulée,2.8
M002619,U0218,Maintenance,2026-03-04,2026-03-08,60000,Terminée,4.3
M002620,U0218,Vente,2026-04-10,2026-04-16,138000,Terminée,3.9
M002621,U0218,Maintenance,2026-05-08,2026-05-13,38000,Terminée,4.2
M002622,U0218,Prestation,2026-05-12,2026-05-18,100000,Terminée,3.2
M002623,U0218,Prestation,2026-05-11,2026-05-15,25000,Terminée,3.3
M002624,U0218,Livraison,2026-06-12,2026-06-18,103000,Terminée,4.1
M002625,U0218,Rédaction,2026-06-04,2026-06-08,23000,Terminée,3.3
M002626,U0218,Maintenance,2026-06-01,2026-06-02,40000,Terminée,3.9
M002627,U0218,Formation,2026-06-14,2026-06-17,19000,En cours,3.3
M002628,U0219,Maintenance,2025-07-19,2025-07-25,56000,Terminée,3.7
M002629,U0219,Maintenance,2025-10-14,2025-10-21,81000,Terminée,3.2
M002630,U0220,Rédaction,2025-07-13,2025-07-17,129000,Terminée,4.1
M002631,U0220,Formation,2025-08-18,2025-08-26,112000,Annulée,3.0
M002632,U0220,Formation,2025-08-01,2025-08-07,135000,Terminée,4.1
M002633,U0220,Livraison,2025-08-07,2025-08-12,62000,Annulée,1.8
M002634,U0220,Rédaction,2025-08-14,2025-08-19,66000,Terminée,3.9
M002635,U0220,Design,2025-10-06,2025-10-08,61000,Terminée,4.1
M002636,U0220,Développement,2025-10-07,2025-10-10,159000,Terminée,4.7
M002637,U0220,Rédaction,2025-10-15,2025-10-19,66000,Annulée,1.6
M002638,U0220,Livraison,2025-11-13,2025-11-14,77000,Annulée,2.6
M002639,U0220,Développement,2026-01-09,2026-01-10,176000,Terminée,4.0
M002640,U0220,Livraison,2026-04-15,2026-04-17,115000,Annulée,2.2
M002641,U0220,Prestation,2026-04-04,2026-04-06,57000,Annulée,3.4
M002642,U0221,Prestation,2025-07-11,2025-07-17,129000,Terminée,4.0
M002643,U0221,Rédaction,2025-07-07,2025-07-08,86000,Terminée,4.1
M002644,U0221,Rédaction,2025-07-18,2025-07-21,17000,Terminée,3.9
M002645,U0221,Développement,2025-08-19,2025-08-21,173000,Annulée,3.2
M002646,U0221,Prestation,2025-09-10,2025-09-15,121000,En cours,3.9
M002647,U0221,Formation,2025-09-09,2025-09-10,171000,Terminée,3.7
M002648,U0221,Vente,2025-12-12,2025-12-19,74000,Terminée,4.9
M002649,U0221,Livraison,2026-02-17,2026-02-18,83000,Terminée,4.4
M002650,U0221,Rédaction,2026-02-07,2026-02-15,136000,Terminée,4.7
M002651,U0221,Formation,2026-05-13,2026-05-19,72000,En cours,5
M002652,U0221,Prestation,2026-05-17,2026-05-20,129000,Terminée,4.5
M002653,U0221,Formation,2026-06-13,2026-06-16,28000,Terminée,4.4
M002654,U0222,Design,2025-07-06,2025-07-10,146000,Annulée,3.2
M002655,U0222,Prestation,2025-08-18,2025-08-21,137000,En cours,3.9
M002656,U0222,Prestation,2025-08-13,2025-08-17,87000,Terminée,3.7
M002657,U0222,Formation,2025-08-16,2025-08-18,77000,En cours,4.2
M002658,U0222,Rédaction,2025-08-08,2025-08-12,23000,Terminée,4.3
M002659,U0222,Rédaction,2025-11-11,2025-11-16,12000,Terminée,3.5
M002660,U0222,Maintenance,2025-11-14,2025-11-15,139000,Terminée,4.1
M002661,U0222,Rédaction,2025-11-18,2025-11-20,176000,Terminée,4.4
M002662,U0222,Prestation,2025-11-03,2025-11-09,106000,Annulée,2.6
M002663,U0222,Maintenance,2026-04-03,2026-04-07,55000,Terminée,2.9
M002664,U0222,Design,2026-04-12,2026-04-16,18000,Terminée,3.6
M002665,U0222,Maintenance,2026-04-12,2026-04-13,57000,Annulée,2.0
M002666,U0223,Design,2025-07-07,2025-07-13,50000,Terminée,4.7
M002667,U0223,Rédaction,2025-09-18,2025-09-20,21000,Terminée,5
M002668,U0223,Développement,2025-09-20,2025-09-23,77000,Terminée,4.5
M002669,U0223,Rédaction,2025-10-02,2025-10-05,37000,Terminée,4.3
M002670,U0223,Vente,2025-12-13,2025-12-20,52000,Terminée,3.8
M002671,U0223,Rédaction,2026-01-03,2026-01-07,52000,Terminée,4.6
M002672,U0223,Rédaction,2026-01-17,2026-01-24,110000,Terminée,4.5
M002673,U0223,Design,2026-02-09,2026-02-13,138000,Terminée,4.6
M002674,U0223,Développement,2026-02-11,2026-02-18,161000,Terminée,4.3
M002675,U0223,Vente,2026-03-10,2026-03-13,48000,Terminée,4.2
M002676,U0223,Prestation,2026-04-09,2026-04-11,47000,Terminée,4.3
M002677,U0223,Développement,2026-06-19,2026-06-20,173000,Terminée,3.8
M002678,U0223,Développement,2026-06-02,2026-06-03,104000,Terminée,4.2
M002679,U0224,Design,2025-08-01,2025-08-09,55000,Terminée,4.4
M002680,U0224,Maintenance,2025-08-04,2025-08-12,150000,Terminée,5
M002681,U0224,Vente,2025-09-18,2025-09-22,103000,Terminée,4.5
M002682,U0224,Livraison,2025-09-15,2025-09-17,63000,Terminée,3.8
M002683,U0224,Vente,2025-11-16,2025-11-17,111000,Terminée,4.4
M002684,U0224,Livraison,2025-11-01,2025-11-06,45000,Terminée,3.6
M002685,U0224,Maintenance,2025-11-11,2025-11-19,172000,Annulée,2.5
M002686,U0224,Prestation,2025-12-04,2025-12-10,169000,Terminée,3.7
M002687,U0224,Design,2026-01-01,2026-01-06,102000,En cours,3.5
M002688,U0224,Vente,2026-01-09,2026-01-11,167000,Terminée,4.5
M002689,U0224,Rédaction,2026-01-10,2026-01-15,72000,Terminée,3.8
M002690,U0224,Livraison,2026-02-02,2026-02-09,32000,Annulée,2.8
M002691,U0224,Prestation,2026-02-08,2026-02-12,116000,Terminée,4.6
M002692,U0224,Prestation,2026-03-13,2026-03-20,51000,Terminée,3.6
M002693,U0224,Formation,2026-04-02,2026-04-10,134000,Terminée,3.8
M002694,U0224,Vente,2026-04-13,2026-04-14,58000,Terminée,4.3
M002695,U0225,Formation,2025-07-07,2025-07-12,48000,Terminée,4.4
M002696,U0225,Prestation,2025-07-03,2025-07-05,138000,Terminée,3.9
M002697,U0225,Livraison,2025-07-08,2025-07-12,153000,Terminée,5
M002698,U0225,Vente,2025-08-04,2025-08-07,113000,Terminée,3.7
M002699,U0225,Développement,2025-08-07,2025-08-14,117000,Terminée,4.1
M002700,U0225,Prestation,2025-09-02,2025-09-10,22000,Terminée,4.4
M002701,U0225,Développement,2025-10-14,2025-10-15,151000,Terminée,5
M002702,U0225,Design,2025-10-16,2025-10-19,57000,Terminée,4.6
M002703,U0225,Formation,2025-10-02,2025-10-08,48000,Terminée,5
M002704,U0225,Développement,2025-11-18,2025-11-26,175000,Terminée,4.6
M002705,U0225,Livraison,2025-11-08,2025-11-10,21000,Terminée,4.6
M002706,U0225,Design,2025-11-20,2025-11-25,24000,Terminée,4.5
M002707,U0225,Vente,2025-11-02,2025-11-06,115000,Terminée,4.0
M002708,U0225,Design,2025-12-04,2025-12-09,178000,Terminée,3.8
M002709,U0225,Livraison,2025-12-14,2025-12-18,20000,Terminée,4.6
M002710,U0225,Formation,2025-12-03,2025-12-06,62000,Terminée,4.0
M002711,U0225,Développement,2025-12-15,2025-12-21,175000,Terminée,4.8
M002712,U0225,Rédaction,2026-02-04,2026-02-08,73000,Terminée,3.8
M002713,U0225,Rédaction,2026-04-20,2026-04-22,136000,Terminée,4.7
M002714,U0225,Design,2026-05-11,2026-05-13,179000,Terminée,5
M002715,U0225,Maintenance,2026-05-03,2026-05-07,78000,Terminée,4.8
M002716,U0225,Développement,2026-05-17,2026-05-20,102000,Terminée,4.5
M002717,U0225,Livraison,2026-05-10,2026-05-17,178000,Terminée,5
M002718,U0225,Design,2026-06-18,2026-06-25,69000,Terminée,4.6
M002719,U0225,Prestation,2026-06-19,2026-06-22,140000,Terminée,4.3
M002720,U0225,Livraison,2026-06-17,2026-06-23,112000,Terminée,5.0
M002721,U0226,Vente,2025-08-16,2025-08-20,51000,Terminée,4.7
M002722,U0226,Design,2025-08-20,2025-08-24,126000,Terminée,3.4
M002723,U0226,Développement,2025-09-05,2025-09-11,132000,Annulée,2.8
M002724,U0226,Développement,2025-09-18,2025-09-25,97000,Terminée,5
M002725,U0226,Formation,2025-10-02,2025-10-10,68000,Terminée,4.0
M002726,U0226,Rédaction,2025-11-01,2025-11-02,88000,Terminée,3.8
M002727,U0226,Formation,2025-12-15,2025-12-19,155000,Annulée,3.1
M002728,U0226,Vente,2025-12-10,2025-12-12,118000,Terminée,4.4
M002729,U0226,Formation,2025-12-04,2025-12-11,101000,Annulée,2.5
M002730,U0226,Maintenance,2026-01-03,2026-01-10,109000,Annulée,1.9
M002731,U0226,Prestation,2026-01-05,2026-01-11,96000,Terminée,3.0
