id_transaction,id_utilisateur,date_transaction,type_transaction,canal,montant,categorie
T0007865,U0188,2026-01-13,Sortie,Mobile money,54000,Dépense activité
T0007866,U0188,2026-02-09,Entrée,Cash,64500,Paiement client
T0007867,U0188,2026-02-03,Entrée,Cash,123000,Dépôt
T0007868,U0188,2026-02-03,Entrée,Virement,85500,Vente
T0007869,U0188,2026-02-18,Entrée,Mobile money,76500,Dépôt
T0007870,U0188,2026-02-15,Sortie,Virement,69500,Transfert envoyé
T0007871,U0188,2026-02-05,Sortie,Cash,5000,Fournisseur
T0007872,U0188,2026-02-13,Entrée,Cash,144500,Transfert reçu
T0007873,U0188,2026-03-04,Entrée,Mobile money,140500,Vente
T0007874,U0188,2026-03-21,Entrée,Mobile money,56000,Paiement client
T0007875,U0188,2026-03-19,Entrée,Cash,10500,Vente
T0007876,U0188,2026-03-20,Entrée,Cash,61500,Vente
T0007877,U0188,2026-03-13,Entrée,Cash,16000,Dépôt
T0007878,U0188,2026-03-16,Entrée,Cash,105500,Transfert reçu
T0007879,U0188,2026-03-10,Entrée,Cash,108500,Vente
T0007880,U0188,2026-03-11,Sortie,Cash,11000,Transfert envoyé
T0007881,U0188,2026-04-12,Sortie,Mobile money,28000,Fournisseur
T0007882,U0188,2026-04-26,Sortie,Mobile money,44500,Retrait
T0007883,U0188,2026-04-23,Entrée,Mobile money,122000,Paiement client
T0007884,U0188,2026-04-14,Entrée,Virement,129000,Vente
T0007885,U0188,2026-04-11,Entrée,Virement,109000,Vente
T0007886,U0188,2026-05-10,Entrée,Virement,115000,Transfert reçu
T0007887,U0188,2026-05-16,Entrée,Mobile money,50000,Paiement client
T0007888,U0188,2026-06-25,Sortie,Cash,7000,Retrait
T0007889,U0188,2026-06-01,Sortie,Mobile money,51500,Transport
T0007890,U0188,2026-06-22,Sortie,Virement,69000,Transfert envoyé
T0007891,U0189,2025-07-18,Sortie,Mobile money,25500,Dépense activité
T0007892,U0189,2025-07-18,Sortie,Mobile money,75500,Retrait
T0007893,U0189,2025-08-16,Sortie,Mobile money,65500,Dépense activité
T0007894,U0189,2025-08-24,Entrée,Mobile money,7500,Dépôt
T0007895,U0189,2025-09-25,Sortie,Mobile money,56500,Retrait
T0007896,U0189,2025-10-17,Entrée,Mobile money,42000,Paiement client
T0007897,U0189,2025-10-10,Sortie,Mobile money,57000,Dépense activité
T0007898,U0189,2025-10-06,Entrée,Mobile money,96500,Dépôt
T0007899,U0189,2025-10-04,Sortie,Mobile money,35500,Transfert envoyé
T0007900,U0189,2025-11-11,Entrée,Mobile money,58500,Dépôt
T0007901,U0189,2025-11-01,Sortie,Mobile money,9500,Retrait
T0007902,U0189,2025-11-04,Entrée,Mobile money,30500,Vente
T0007903,U0189,2025-11-22,Sortie,Cash,39500,Retrait
T0007904,U0189,2025-11-10,Sortie,Mobile money,14000,Dépense activité
T0007905,U0189,2025-11-16,Entrée,Cash,92500,Dépôt
T0007906,U0189,2025-12-12,Entrée,Cash,117500,Vente
T0007907,U0189,2025-12-02,Sortie,Virement,33500,Transport
T0007908,U0189,2025-12-15,Sortie,Mobile money,27000,Transport
T0007909,U0189,2025-12-28,Sortie,Mobile money,66000,Transport
T0007910,U0189,2025-12-19,Entrée,Cash,110000,Paiement client
T0007911,U0189,2025-12-25,Entrée,Mobile money,140000,Paiement client
T0007912,U0189,2026-01-28,Sortie,Mobile money,10500,Retrait
T0007913,U0189,2026-01-11,Entrée,Mobile money,118500,Vente
T0007914,U0189,2026-01-18,Sortie,Mobile money,59500,Transport
T0007915,U0189,2026-01-07,Entrée,Virement,68500,Dépôt
T0007916,U0189,2026-02-03,Entrée,Mobile money,72000,Paiement client
T0007917,U0189,2026-02-03,Sortie,Cash,6500,Transport
T0007918,U0189,2026-02-07,Entrée,Mobile money,29000,Transfert reçu
T0007919,U0189,2026-02-11,Sortie,Mobile money,18000,Dépense activité
T0007920,U0189,2026-02-17,Sortie,Virement,16500,Transport
T0007921,U0189,2026-03-01,Entrée,Mobile money,121000,Dépôt
T0007922,U0189,2026-03-15,Sortie,Mobile money,44000,Fournisseur
T0007923,U0189,2026-03-21,Entrée,Mobile money,122000,Transfert reçu
T0007924,U0189,2026-04-20,Sortie,Mobile money,11500,Transfert envoyé
T0007925,U0189,2026-04-06,Entrée,Mobile money,134500,Paiement client
T0007926,U0189,2026-05-10,Sortie,Mobile money,75500,Transport
T0007927,U0189,2026-05-09,Entrée,Mobile money,127000,Vente
T0007928,U0189,2026-05-22,Entrée,Mobile money,79500,Vente
T0007929,U0189,2026-05-17,Entrée,Mobile money,40500,Paiement client
T0007930,U0189,2026-05-13,Sortie,Mobile money,64500,Transport
T0007931,U0189,2026-06-19,Entrée,Mobile money,137500,Paiement client
T0007932,U0189,2026-06-23,Entrée,Mobile money,36000,Paiement client
T0007933,U0190,2025-07-16,Sortie,Mobile money,66500,Fournisseur
T0007934,U0190,2025-07-28,Sortie,Cash,76500,Fournisseur
T0007935,U0190,2025-07-22,Entrée,Virement,2500,Vente
T0007936,U0190,2025-07-09,Sortie,Mobile money,68500,Retrait
T0007937,U0190,2025-08-19,Sortie,Mobile money,67000,Transport
T0007938,U0190,2025-08-16,Entrée,Mobile money,119500,Paiement client
T0007939,U0190,2025-08-02,Entrée,Mobile money,78500,Paiement client
T0007940,U0190,2025-08-12,Sortie,Mobile money,56000,Fournisseur
T0007941,U0190,2025-08-06,Entrée,Mobile money,137000,Paiement client
T0007942,U0190,2025-08-14,Sortie,Cash,55000,Retrait
T0007943,U0190,2025-09-04,Entrée,Virement,108500,Transfert reçu
T0007944,U0190,2025-09-13,Sortie,Mobile money,75500,Retrait
T0007945,U0190,2025-09-19,Sortie,Virement,11000,Transfert envoyé
T0007946,U0190,2025-09-17,Sortie,Cash,1500,Dépense activité
T0007947,U0190,2025-10-09,Sortie,Mobile money,10000,Dépense activité
T0007948,U0190,2025-10-01,Entrée,Virement,148500,Dépôt
T0007949,U0190,2025-11-10,Sortie,Mobile money,75000,Retrait
T0007950,U0190,2025-11-21,Sortie,Mobile money,20500,Retrait
T0007951,U0190,2025-12-15,Sortie,Virement,20000,Retrait
T0007952,U0190,2025-12-10,Sortie,Mobile money,9500,Transport
T0007953,U0190,2025-12-10,Sortie,Cash,44000,Transport
T0007954,U0190,2026-01-01,Entrée,Mobile money,47000,Vente
T0007955,U0190,2026-01-18,Sortie,Mobile money,56500,Transfert envoyé
T0007956,U0190,2026-01-01,Sortie,Mobile money,37000,Transport
T0007957,U0190,2026-01-19,Sortie,Mobile money,79500,Transfert envoyé
T0007958,U0190,2026-01-27,Sortie,Mobile money,60000,Transport
T0007959,U0190,2026-01-13,Entrée,Cash,27500,Dépôt
T0007960,U0190,2026-01-02,Entrée,Mobile money,48000,Transfert reçu
T0007961,U0190,2026-02-15,Sortie,Mobile money,45500,Transfert envoyé
T0007962,U0190,2026-02-07,Entrée,Cash,107500,Dépôt
T0007963,U0190,2026-02-27,Entrée,Cash,4500,Paiement client
T0007964,U0190,2026-02-19,Entrée,Cash,36500,Vente
T0007965,U0190,2026-02-18,Sortie,Mobile money,23000,Fournisseur
T0007966,U0190,2026-03-16,Entrée,Virement,56500,Dépôt
T0007967,U0190,2026-03-20,Entrée,Virement,19000,Dépôt
T0007968,U0190,2026-03-10,Sortie,Virement,72000,Retrait
T0007969,U0190,2026-03-09,Entrée,Mobile money,102000,Vente
T0007970,U0190,2026-03-14,Sortie,Mobile money,62500,Fournisseur
T0007971,U0190,2026-03-05,Entrée,Mobile money,57500,Vente
T0007972,U0190,2026-03-18,Sortie,Virement,40000,Transfert envoyé
T0007973,U0190,2026-04-28,Entrée,Mobile money,119500,Paiement client
T0007974,U0190,2026-04-15,Sortie,Mobile money,42500,Dépense activité
T0007975,U0190,2026-04-16,Sortie,Mobile money,31000,Transfert envoyé
T0007976,U0190,2026-05-24,Sortie,Mobile money,78000,Retrait
T0007977,U0190,2026-05-05,Sortie,Mobile money,1000,Transfert envoyé
T0007978,U0190,2026-05-08,Entrée,Mobile money,39500,Dépôt
T0007979,U0190,2026-05-25,Sortie,Virement,59000,Transport
T0007980,U0190,2026-05-16,Sortie,Cash,77000,Transport
T0007981,U0190,2026-05-17,Entrée,Mobile money,115500,Paiement client
T0007982,U0190,2026-05-12,Entrée,Mobile money,5500,Dépôt
T0007983,U0190,2026-05-10,Sortie,Mobile money,2500,Retrait
T0007984,U0190,2026-06-13,Sortie,Mobile money,65500,Fournisseur
T0007985,U0190,2026-06-02,Entrée,Cash,76000,Dépôt
T0007986,U0190,2026-06-06,Sortie,Cash,26500,Transport
T0007987,U0190,2026-06-17,Sortie,Mobile money,70000,Transport
T0007988,U0190,2026-06-04,Entrée,Cash,45000,Transfert reçu
T0007989,U0190,2026-06-10,Entrée,Mobile money,148500,Transfert reçu
T0007990,U0190,2026-06-13,Entrée,Mobile money,98000,Vente
T0007991,U0191,2025-07-06,Entrée,Mobile money,83500,Paiement client
T0007992,U0191,2025-07-10,Entrée,Mobile money,119000,Paiement client
T0007993,U0191,2025-07-04,Entrée,Mobile money,49500,Vente
T0007994,U0191,2025-07-13,Entrée,Mobile money,30500,Vente
T0007995,U0191,2025-07-28,Entrée,Mobile money,115000,Transfert reçu
T0007996,U0191,2025-07-06,Sortie,Mobile money,7000,Retrait
T0007997,U0191,2025-07-08,Entrée,Mobile money,36000,Dépôt
T0007998,U0191,2025-07-11,Entrée,Mobile money,118500,Dépôt
T0007999,U0191,2025-08-09,Sortie,Mobile money,53500,Transfert envoyé
T0008000,U0191,2025-08-13,Sortie,Cash,49000,Transfert envoyé
T0008001,U0191,2025-09-03,Sortie,Mobile money,16000,Transport
T0008002,U0191,2025-10-26,Entrée,Cash,56500,Transfert reçu
T0008003,U0191,2025-11-14,Entrée,Virement,8500,Vente
T0008004,U0191,2025-11-25,Entrée,Cash,110000,Vente
T0008005,U0191,2025-11-08,Sortie,Cash,50500,Transfert envoyé
T0008006,U0191,2025-11-23,Sortie,Mobile money,72000,Dépense activité
T0008007,U0191,2026-01-12,Sortie,Mobile money,67500,Transfert envoyé
T0008008,U0191,2026-01-16,Entrée,Mobile money,66000,Vente
T0008009,U0191,2026-03-17,Entrée,Cash,27000,Paiement client
T0008010,U0191,2026-03-09,Entrée,Mobile money,108000,Vente
T0008011,U0191,2026-03-27,Sortie,Virement,79500,Transport
T0008012,U0191,2026-03-03,Sortie,Mobile money,31500,Fournisseur
T0008013,U0191,2026-03-21,Sortie,Virement,16000,Fournisseur
T0008014,U0191,2026-03-12,Entrée,Mobile money,52000,Paiement client
T0008015,U0191,2026-04-19,Entrée,Cash,140500,Paiement client
T0008016,U0191,2026-04-24,Sortie,Mobile money,14000,Transport
T0008017,U0191,2026-04-15,Sortie,Virement,79500,Dépense activité
T0008018,U0191,2026-04-07,Sortie,Mobile money,78000,Retrait
T0008019,U0191,2026-04-10,Sortie,Virement,74500,Transport
T0008020,U0191,2026-04-24,Sortie,Virement,3500,Transport
T0008021,U0191,2026-05-06,Entrée,Mobile money,135000,Vente
T0008022,U0191,2026-06-04,Entrée,Virement,55000,Paiement client
T0008023,U0191,2026-06-28,Sortie,Mobile money,7500,Retrait
T0008024,U0192,2025-08-14,Sortie,Cash,37500,Retrait
T0008025,U0192,2025-08-17,Entrée,Mobile money,49500,Paiement client
T0008026,U0192,2025-08-11,Entrée,Mobile money,57500,Transfert reçu
T0008027,U0192,2025-08-15,Entrée,Mobile money,29500,Vente
T0008028,U0192,2025-09-02,Entrée,Mobile money,19500,Transfert reçu
T0008029,U0192,2025-09-10,Entrée,Mobile money,130000,Vente
T0008030,U0192,2025-11-24,Sortie,Cash,55000,Dépense activité
T0008031,U0192,2025-11-28,Entrée,Mobile money,102500,Vente
T0008032,U0192,2025-11-24,Entrée,Mobile money,92000,Paiement client
T0008033,U0192,2025-11-26,Sortie,Virement,32500,Fournisseur
T0008034,U0192,2025-11-24,Entrée,Cash,46500,Transfert reçu
T0008035,U0192,2025-11-23,Sortie,Cash,12500,Retrait
T0008036,U0192,2025-11-12,Entrée,Mobile money,80500,Transfert reçu
T0008037,U0192,2025-12-15,Entrée,Mobile money,107500,Paiement client
T0008038,U0192,2025-12-12,Sortie,Mobile money,43000,Retrait
T0008039,U0192,2026-01-20,Sortie,Mobile money,52500,Fournisseur
T0008040,U0192,2026-01-26,Entrée,Cash,49000,Paiement client
T0008041,U0192,2026-02-14,Entrée,Virement,148500,Transfert reçu
T0008042,U0192,2026-02-14,Entrée,Mobile money,22500,Dépôt
T0008043,U0192,2026-02-12,Sortie,Mobile money,12500,Dépense activité
T0008044,U0192,2026-02-04,Sortie,Mobile money,44000,Transfert envoyé
T0008045,U0192,2026-02-25,Entrée,Cash,142000,Vente
T0008046,U0192,2026-02-14,Entrée,Mobile money,50500,Dépôt
T0008047,U0192,2026-02-20,Entrée,Mobile money,129000,Vente
T0008048,U0192,2026-02-21,Entrée,Mobile money,28500,Vente
T0008049,U0192,2026-03-26,Entrée,Virement,92000,Paiement client
T0008050,U0192,2026-03-05,Sortie,Mobile money,59500,Transport
T0008051,U0192,2026-03-04,Sortie,Cash,64500,Transport
T0008052,U0192,2026-04-20,Entrée,Cash,88000,Transfert reçu
T0008053,U0192,2026-04-13,Sortie,Virement,4500,Dépense activité
T0008054,U0192,2026-04-09,Entrée,Mobile money,82000,Dépôt
T0008055,U0192,2026-04-08,Entrée,Mobile money,11500,Transfert reçu
T0008056,U0192,2026-04-27,Entrée,Mobile money,60500,Transfert reçu
T0008057,U0192,2026-04-18,Entrée,Mobile money,89000,Vente
T0008058,U0192,2026-05-25,Entrée,Cash,73500,Transfert reçu
T0008059,U0192,2026-06-09,Sortie,Virement,19000,Transport
T0008060,U0192,2026-06-06,Sortie,Virement,47500,Transport
T0008061,U0192,2026-06-22,Sortie,Virement,78000,Transfert envoyé
T0008062,U0192,2026-06-07,Sortie,Virement,34500,Dépense activité
T0008063,U0192,2026-06-21,Sortie,Cash,36500,Dépense activité
T0008064,U0192,2026-06-10,Entrée,Cash,134500,Transfert reçu
T0008065,U0193,2025-07-28,Entrée,Mobile money,127000,Dépôt
T0008066,U0193,2025-07-06,Entrée,Mobile money,17500,Vente
T0008067,U0193,2025-08-25,Entrée,Mobile money,39500,Transfert reçu
T0008068,U0193,2025-08-02,Entrée,Cash,76000,Paiement client
T0008069,U0193,2025-08-12,Entrée,Mobile money,106000,Paiement client
T0008070,U0193,2025-08-18,Entrée,Mobile money,120000,Paiement client
T0008071,U0193,2025-08-06,Entrée,Mobile money,97000,Transfert reçu
T0008072,U0193,2025-09-12,Entrée,Mobile money,137500,Transfert reçu
T0008073,U0193,2025-09-16,Sortie,Mobile money,29000,Retrait
T0008074,U0193,2025-09-12,Sortie,Mobile money,45500,Transfert envoyé
T0008075,U0193,2025-09-09,Entrée,Cash,141000,Paiement client
T0008076,U0193,2025-09-03,Sortie,Virement,51000,Fournisseur
T0008077,U0193,2025-09-28,Sortie,Cash,68000,Transport
T0008078,U0193,2025-09-09,Sortie,Virement,73500,Transfert envoyé
T0008079,U0193,2025-09-06,Entrée,Virement,8500,Dépôt
T0008080,U0193,2025-11-14,Entrée,Mobile money,29500,Transfert reçu
T0008081,U0193,2025-11-22,Entrée,Cash,73500,Transfert reçu
T0008082,U0193,2025-12-20,Entrée,Virement,61000,Paiement client
T0008083,U0193,2025-12-05,Sortie,Cash,57500,Transport
T0008084,U0193,2025-12-01,Entrée,Virement,68500,Paiement client
T0008085,U0193,2025-12-09,Sortie,Mobile money,64500,Dépense activité
T0008086,U0193,2025-12-23,Sortie,Mobile money,38000,Dépense activité
T0008087,U0193,2025-12-28,Entrée,Mobile money,60500,Paiement client
T0008088,U0193,2025-12-14,Entrée,Mobile money,119000,Vente
T0008089,U0193,2026-01-14,Sortie,Mobile money,75500,Transfert envoyé
T0008090,U0193,2026-01-13,Sortie,Mobile money,63000,Fournisseur
T0008091,U0193,2026-01-15,Entrée,Mobile money,36000,Transfert reçu
T0008092,U0193,2026-01-04,Sortie,Mobile money,29500,Fournisseur
T0008093,U0193,2026-03-13,Sortie,Virement,19000,Retrait
T0008094,U0193,2026-03-28,Entrée,Cash,103500,Transfert reçu
T0008095,U0193,2026-03-06,Sortie,Cash,1500,Retrait
T0008096,U0193,2026-04-04,Sortie,Mobile money,60500,Transport
T0008097,U0193,2026-04-24,Sortie,Mobile money,50000,Fournisseur
T0008098,U0193,2026-05-02,Entrée,Virement,112000,Dépôt
T0008099,U0193,2026-05-19,Entrée,Mobile money,111000,Vente
T0008100,U0193,2026-05-13,Entrée,Mobile money,132500,Vente
T0008101,U0193,2026-05-10,Entrée,Virement,34000,Paiement client
T0008102,U0193,2026-05-27,Entrée,Cash,100000,Transfert reçu
T0008103,U0193,2026-05-27,Entrée,Mobile money,42500,Vente
T0008104,U0193,2026-06-26,Entrée,Mobile money,15000,Transfert reçu
T0008105,U0193,2026-06-04,Sortie,Mobile money,14500,Retrait
T0008106,U0194,2025-07-09,Entrée,Mobile money,38500,Dépôt
T0008107,U0194,2025-07-26,Entrée,Mobile money,128000,Vente
T0008108,U0194,2025-09-03,Entrée,Mobile money,81500,Transfert reçu
T0008109,U0194,2025-09-22,Sortie,Virement,40000,Transfert envoyé
T0008110,U0194,2025-10-21,Entrée,Mobile money,112000,Transfert reçu
T0008111,U0194,2025-10-02,Entrée,Mobile money,57500,Transfert reçu
T0008112,U0194,2025-11-18,Sortie,Virement,38000,Retrait
T0008113,U0194,2025-12-10,Entrée,Mobile money,17000,Dépôt
T0008114,U0194,2025-12-10,Sortie,Virement,71500,Transport
T0008115,U0194,2026-01-27,Entrée,Mobile money,93500,Dépôt
T0008116,U0194,2026-01-20,Entrée,Virement,71500,Dépôt
T0008117,U0194,2026-01-14,Sortie,Cash,73000,Transport
T0008118,U0194,2026-01-11,Entrée,Virement,30500,Vente
T0008119,U0194,2026-01-15,Sortie,Mobile money,29000,Transport
T0008120,U0194,2026-02-24,Sortie,Mobile money,20500,Dépense activité
T0008121,U0194,2026-02-11,Sortie,Mobile money,35000,Transfert envoyé
T0008122,U0194,2026-02-08,Entrée,Mobile money,62500,Transfert reçu
T0008123,U0194,2026-03-13,Entrée,Cash,80500,Dépôt
T0008124,U0194,2026-03-17,Sortie,Mobile money,19000,Retrait
T0008125,U0194,2026-03-20,Sortie,Virement,33500,Retrait
T0008126,U0194,2026-03-14,Sortie,Mobile money,74000,Transfert envoyé
T0008127,U0194,2026-03-13,Entrée,Cash,91000,Paiement client
T0008128,U0194,2026-03-20,Sortie,Virement,23000,Transfert envoyé
T0008129,U0194,2026-03-20,Sortie,Mobile money,76000,Fournisseur
T0008130,U0194,2026-03-17,Sortie,Mobile money,58000,Transport
T0008131,U0194,2026-04-18,Entrée,Virement,70500,Paiement client
T0008132,U0194,2026-05-02,Sortie,Cash,1500,Transfert envoyé
T0008133,U0194,2026-05-01,Sortie,Cash,15500,Transfert envoyé
T0008134,U0194,2026-05-14,Sortie,Mobile money,24000,Dépense activité
T0008135,U0194,2026-05-02,Sortie,Cash,12500,Transfert envoyé
T0008136,U0194,2026-05-22,Entrée,Cash,119000,Vente
T0008137,U0195,2025-08-20,Entrée,Cash,139000,Paiement client
T0008138,U0195,2025-08-04,Sortie,Virement,2000,Transfert envoyé
T0008139,U0195,2025-08-11,Entrée,Mobile money,23500,Paiement client
T0008140,U0195,2025-08-09,Sortie,Mobile money,12000,Retrait
T0008141,U0195,2025-09-28,Sortie,Mobile money,19500,Fournisseur
T0008142,U0195,2025-09-24,Entrée,Virement,105000,Dépôt
T0008143,U0195,2025-09-25,Entrée,Mobile money,45000,Dépôt
T0008144,U0195,2025-09-27,Entrée,Mobile money,141500,Vente
T0008145,U0195,2025-10-01,Entrée,Mobile money,44000,Dépôt
T0008146,U0195,2025-10-17,Entrée,Mobile money,42500,Dépôt
T0008147,U0195,2025-11-06,Entrée,Mobile money,63000,Dépôt
T0008148,U0195,2025-12-16,Entrée,Mobile money,134000,Dépôt
T0008149,U0195,2025-12-19,Entrée,Virement,105500,Vente
T0008150,U0195,2025-12-27,Entrée,Mobile money,32000,Vente
T0008151,U0195,2026-02-13,Sortie,Mobile money,31500,Retrait
T0008152,U0195,2026-02-17,Sortie,Cash,58500,Retrait
T0008153,U0195,2026-02-04,Entrée,Cash,18000,Transfert reçu
T0008154,U0195,2026-02-24,Sortie,Cash,52500,Dépense activité
T0008155,U0195,2026-02-02,Sortie,Virement,70000,Fournisseur
T0008156,U0195,2026-02-04,Sortie,Mobile money,31500,Retrait
T0008157,U0195,2026-03-26,Entrée,Virement,22000,Paiement client
T0008158,U0195,2026-03-03,Entrée,Mobile money,142000,Transfert reçu
T0008159,U0195,2026-03-23,Sortie,Mobile money,77500,Fournisseur
T0008160,U0195,2026-04-12,Entrée,Cash,29500,Dépôt
T0008161,U0195,2026-04-10,Entrée,Mobile money,48500,Vente
T0008162,U0195,2026-05-08,Sortie,Mobile money,24000,Fournisseur
T0008163,U0195,2026-05-18,Entrée,Mobile money,117000,Dépôt
T0008164,U0195,2026-05-24,Entrée,Mobile money,82500,Paiement client
T0008165,U0195,2026-06-20,Sortie,Cash,68000,Transport
T0008166,U0195,2026-06-12,Sortie,Cash,74500,Dépense activité
T0008167,U0195,2026-06-18,Entrée,Virement,113500,Dépôt
T0008168,U0195,2026-06-13,Entrée,Virement,85000,Dépôt
T0008169,U0195,2026-06-10,Entrée,Mobile money,63500,Vente
T0008170,U0195,2026-06-28,Sortie,Cash,51000,Dépense activité
T0008171,U0196,2025-10-28,Entrée,Mobile money,25500,Paiement client
T0008172,U0196,2025-10-11,Entrée,Mobile money,48000,Vente
T0008173,U0196,2025-12-26,Sortie,Virement,9000,Dépense activité
T0008174,U0196,2025-12-03,Sortie,Mobile money,36500,Dépense activité
T0008175,U0196,2025-12-14,Entrée,Cash,110500,Paiement client
T0008176,U0196,2025-12-03,Sortie,Cash,57000,Fournisseur
T0008177,U0196,2025-12-03,Entrée,Cash,23000,Vente
T0008178,U0196,2025-12-21,Sortie,Mobile money,67000,Dépense activité
T0008179,U0196,2025-12-15,Entrée,Mobile money,71000,Paiement client
T0008180,U0196,2026-01-26,Entrée,Mobile money,60000,Vente
T0008181,U0196,2026-03-25,Sortie,Mobile money,72500,Fournisseur
T0008182,U0196,2026-03-12,Sortie,Mobile money,28500,Transport
T0008183,U0196,2026-04-28,Entrée,Mobile money,89000,Dépôt
T0008184,U0196,2026-04-06,Entrée,Mobile money,19000,Dépôt
T0008185,U0196,2026-05-09,Entrée,Mobile money,132000,Transfert reçu
T0008186,U0196,2026-05-08,Sortie,Mobile money,11500,Retrait
T0008187,U0196,2026-05-17,Sortie,Mobile money,64000,Fournisseur
T0008188,U0196,2026-05-09,Entrée,Mobile money,149500,Transfert reçu
T0008189,U0196,2026-06-21,Sortie,Mobile money,64000,Transport
T0008190,U0196,2026-06-14,Sortie,Cash,26500,Transfert envoyé
T0008191,U0197,2025-07-22,Sortie,Cash,56500,Retrait
T0008192,U0197,2025-07-24,Sortie,Mobile money,68500,Transfert envoyé
T0008193,U0197,2025-07-25,Entrée,Mobile money,21500,Paiement client
T0008194,U0197,2025-08-12,Sortie,Mobile money,63500,Transfert envoyé
T0008195,U0197,2025-08-27,Sortie,Mobile money,69500,Retrait
T0008196,U0197,2025-08-20,Entrée,Cash,30500,Paiement client
T0008197,U0197,2025-08-08,Sortie,Cash,53500,Transfert envoyé
T0008198,U0197,2025-09-07,Entrée,Mobile money,130500,Vente
T0008199,U0197,2025-09-03,Entrée,Cash,105000,Transfert reçu
T0008200,U0197,2025-09-05,Sortie,Virement,51500,Dépense activité
T0008201,U0197,2025-09-19,Entrée,Mobile money,72500,Paiement client
T0008202,U0197,2025-09-08,Sortie,Mobile money,75500,Transfert envoyé
T0008203,U0197,2025-09-16,Sortie,Mobile money,15000,Retrait
T0008204,U0197,2025-10-12,Sortie,Mobile money,25000,Transfert envoyé
T0008205,U0197,2025-11-03,Entrée,Cash,61500,Dépôt
T0008206,U0197,2025-11-08,Entrée,Mobile money,146000,Vente
T0008207,U0197,2025-11-23,Sortie,Mobile money,40000,Transfert envoyé
T0008208,U0197,2025-11-14,Sortie,Mobile money,69500,Dépense activité
T0008209,U0197,2025-12-23,Sortie,Mobile money,77000,Dépense activité
T0008210,U0197,2025-12-11,Entrée,Cash,33500,Dépôt
T0008211,U0197,2025-12-17,Entrée,Virement,147500,Paiement client
T0008212,U0197,2026-01-12,Sortie,Mobile money,55500,Transfert envoyé
T0008213,U0197,2026-01-16,Sortie,Cash,67000,Transport
T0008214,U0197,2026-01-17,Entrée,Virement,44500,Transfert reçu
T0008215,U0197,2026-01-14,Sortie,Cash,2500,Dépense activité
T0008216,U0197,2026-02-11,Entrée,Mobile money,112000,Dépôt
T0008217,U0197,2026-02-10,Entrée,Mobile money,42000,Paiement client
T0008218,U0197,2026-02-16,Sortie,Mobile money,4500,Retrait
T0008219,U0197,2026-02-17,Sortie,Mobile money,73500,Dépense activité
T0008220,U0197,2026-02-08,Sortie,Mobile money,25500,Transport
T0008221,U0197,2026-02-20,Sortie,Virement,69000,Transport
T0008222,U0197,2026-03-05,Entrée,Mobile money,16500,Vente
T0008223,U0197,2026-03-21,Entrée,Cash,137000,Dépôt
T0008224,U0197,2026-03-20,Entrée,Mobile money,82500,Dépôt
T0008225,U0197,2026-03-24,Sortie,Cash,49000,Transfert envoyé
T0008226,U0197,2026-03-15,Sortie,Virement,16000,Dépense activité
T0008227,U0197,2026-04-16,Entrée,Mobile money,137500,Paiement client
T0008228,U0197,2026-04-28,Entrée,Cash,52500,Transfert reçu
T0008229,U0197,2026-04-10,Entrée,Mobile money,146000,Vente
T0008230,U0197,2026-04-11,Entrée,Mobile money,89000,Dépôt
T0008231,U0197,2026-05-19,Sortie,Mobile money,10500,Retrait
T0008232,U0197,2026-05-28,Sortie,Mobile money,48000,Dépense activité
T0008233,U0198,2025-08-18,Sortie,Mobile money,22000,Retrait
T0008234,U0198,2025-08-17,Sortie,Mobile money,61500,Dépense activité
T0008235,U0198,2025-09-21,Sortie,Virement,9000,Dépense activité
T0008236,U0198,2025-10-01,Entrée,Mobile money,120500,Paiement client
T0008237,U0198,2025-10-21,Entrée,Mobile money,142000,Vente
T0008238,U0198,2025-10-17,Entrée,Mobile money,57000,Dépôt
T0008239,U0198,2025-11-05,Sortie,Mobile money,42500,Transport
T0008240,U0198,2025-12-05,Entrée,Cash,107000,Paiement client
T0008241,U0198,2025-12-20,Entrée,Mobile money,39000,Paiement client
T0008242,U0198,2025-12-01,Sortie,Virement,33000,Transfert envoyé
T0008243,U0198,2025-12-28,Entrée,Cash,103500,Vente
T0008244,U0198,2025-12-02,Entrée,Cash,140500,Dépôt
T0008245,U0198,2025-12-09,Entrée,Mobile money,126500,Vente
T0008246,U0198,2025-12-25,Entrée,Mobile money,13000,Transfert reçu
T0008247,U0198,2025-12-26,Entrée,Mobile money,144000,Vente
T0008248,U0198,2026-01-09,Entrée,Mobile money,52000,Dépôt
T0008249,U0198,2026-01-02,Sortie,Virement,46000,Fournisseur
T0008250,U0198,2026-02-07,Sortie,Mobile money,3000,Dépense activité
T0008251,U0198,2026-02-10,Entrée,Mobile money,98500,Vente
T0008252,U0198,2026-02-03,Entrée,Mobile money,138500,Dépôt
T0008253,U0198,2026-03-07,Sortie,Cash,55000,Dépense activité
T0008254,U0198,2026-03-25,Entrée,Cash,106500,Vente
T0008255,U0198,2026-04-26,Entrée,Mobile money,111500,Paiement client
T0008256,U0198,2026-04-19,Entrée,Cash,25000,Transfert reçu
T0008257,U0198,2026-05-09,Entrée,Mobile money,15500,Dépôt
T0008258,U0198,2026-05-23,Entrée,Cash,111500,Vente
T0008259,U0198,2026-06-26,Entrée,Virement,30000,Dépôt
